pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200116	-0.04483	-0.13650	0.28080	0.08825	-0.04806	1.09947	0.00853	-0.14295	-0.02790	-0.02927	0.00081	-0.03911	-0.17571	0.07800	0.01532	0.01523	0.04719	0.02189	0.00934	-0.03717	0.12070	-0.18283	-0.00456	0.04945	0.00124	-0.14416	-0.17781	-0.12833	-0.08345	-0.01575	-0.14316	0.00478	0.08630	-0.07844	-0.13095	-0.02811	0.09755	-0.34180	0.11336	0.00564	0.05014	0.01861	0.02728	-0.08592	0.01094	-0.16444	-0.02587	0.05697	-0.09536	-0.00370	-0.14413	0.03841	0.06733	-0.05391	-0.00207	0.00251	-0.06091	-0.14372	0.14393	0.00630	0.04075	0.09280	-0.08721	0.88870	(Goal $e0 $x0)
p200125	0.04814	0.10923	0.07915	0.04354	-0.00493	0.05926	0.05263	0.12686	0.08614	0.25341	-0.04390	0.07076	-0.01917	0.11757	0.11620	0.11872	-0.06301	0.91468	0.03919	0.09845	0.02514	0.05491	-0.02587	0.12748	-0.18721	0.16671	-0.05349	-0.08022	-0.03939	0.04129	0.11254	-0.19486	-0.11074	0.17501	-0.17057	-0.10631	-0.00819	-0.12374	-0.06965	-0.08714	0.29187	-0.03614	0.00416	-0.04340	-0.01033	-0.04330	-0.14674	0.08166	-0.02298	-0.12895	0.27153	-0.01073	-0.08252	-0.04675	-0.15699	0.07008	-0.13780	0.21211	-0.14976	-0.01825	-0.06103	-0.06242	0.04739	-0.06493	(Recipient $e0 $x0)
p200127	-0.14644	-0.05238	0.13358	-0.06553	-0.00591	0.16016	-0.13146	0.08019	-0.06129	-0.01251	-0.11416	-0.08149	-0.01024	-0.22707	-0.12881	-0.01935	0.08786	-0.03343	0.10395	-0.06436	-0.03041	-0.06382	0.01573	0.02684	-0.00588	0.23580	0.25902	-0.06636	0.49619	-0.03888	-0.14391	-0.18981	0.02170	-0.03342	0.06396	-0.09579	0.11141	-0.08618	-0.18589	0.00042	-0.01572	-0.02809	-0.20487	0.35085	0.04857	0.10647	-0.19835	-0.03020	0.07323	0.08355	0.15892	0.72772	-0.00829	0.41255	-0.14207	0.00272	-0.15153	-0.07243	-0.24815	-0.01011	0.08612	0.32842	-0.05013	-0.25314	(And (Agent $e0 $x0) (Location $e0 $x1))
p200137	-0.12334	0.28088	-0.12628	-0.18025	0.02106	-0.15696	-0.19122	0.13665	0.11663	-0.01585	0.10191	-0.06504	0.76147	0.50929	0.19784	-0.15798	0.33071	0.06135	-0.28220	-0.18867	-0.36101	0.38596	-0.04453	-0.06379	-0.03342	-0.19456	-0.15332	0.04206	0.10636	0.31750	-0.31333	0.22777	-0.35146	-0.09605	0.00741	-0.28697	0.00594	-0.27869	0.38138	0.06848	0.00780	0.11916	0.04477	-0.03898	0.07381	0.26634	0.06802	0.01825	-0.19376	0.38711	-0.30706	0.11476	0.06285	-0.18855	-0.09738	-0.27344	0.25994	-0.14368	-0.11875	-0.01630	0.21794	0.01277	-0.12163	0.22965	(Future $e0)
p200145	-0.07962	-0.11949	-0.02544	0.18472	-0.04694	-0.09203	0.15258	-0.06953	-0.11919	-0.16523	0.25269	0.05660	-0.03600	-0.12750	0.07030	-0.16119	-0.01132	-0.04794	0.38287	0.08459	-0.25400	0.08874	-0.02287	-0.10572	-0.17804	0.07453	-0.01355	0.44286	0.10523	-0.05157	0.04631	-0.17457	-0.09110	-0.02387	0.04521	-0.00193	-0.21832	-0.08988	-0.04604	0.01762	0.28897	-0.07731	0.67340	0.05430	-0.02406	-0.18145	0.05137	-0.13107	-0.21608	0.08352	-0.04431	-0.00776	0.02226	-0.13633	-0.00782	0.02621	0.10964	0.03476	0.12084	-0.07651	-0.06309	0.39784	-0.01864	0.05532	(And (Past $e0) (Theme $e0 $e1))
p200149	-0.00409	-0.05912	0.26187	-0.10180	-0.16530	-0.09236	0.23938	-0.06642	0.20538	0.00117	-0.00778	-0.14309	-0.07031	-0.00052	-0.00422	-0.05348	-0.24064	-0.14193	0.00587	0.05857	0.00454	0.04949	-0.08275	-0.16062	-0.13425	-0.05829	-0.06908	-0.03643	-0.03340	0.16059	0.07023	0.09039	-0.00878	0.22653	-0.10769	0.03291	-0.04255	0.13687	0.14776	-0.07635	0.00184	-0.04435	-0.06443	0.18033	0.73959	0.16297	-0.04451	-0.05987	0.21569	-0.08849	-0.09142	-0.05874	-0.34932	-0.04929	0.19980	-0.00635	0.11136	0.32515	0.11774	0.03572	-0.19008	-0.09002	-0.17075	0.00341	(And (Experiencer $e0 $x0) (Past $e0))
p200154	-0.13744	-0.15584	-0.15863	0.36538	-0.01426	0.16364	-0.06802	0.13994	-0.06431	0.05595	-0.04286	-0.09060	0.30968	-0.15302	0.17247	0.05138	-0.03560	-0.05320	-0.09593	-0.01011	0.17966	-0.15473	0.02820	0.04724	-0.00905	0.35856	-0.11327	-0.02824	0.03550	0.04622	-0.04858	-0.35612	-0.11483	0.22008	-0.03014	0.17207	-0.06764	-0.02791	0.06354	-0.05043	-0.04709	-0.01241	-0.01794	-0.00807	0.09847	-0.24882	0.07868	-0.13110	0.09068	-0.16603	0.12799	-0.15935	-0.14849	0.16202	-0.03559	-0.01819	0.23949	-0.06741	0.27066	-0.15091	0.39022	-0.10094	0.02740	-0.21993	(Possession $x0 $x1)
p200158	0.00504	0.05588	-0.03602	-0.09300	0.02904	-0.02491	-0.06925	0.10778	0.05457	-0.06150	-0.02125	0.00784	-0.03262	0.06345	-0.04207	0.02361	-0.04951	-0.06089	0.00978	0.00227	-0.10017	-0.04293	0.02102	0.03490	-0.04522	-0.08403	0.06125	0.01709	-0.13677	0.00800	0.09834	-0.02225	0.11045	1.01970	0.05689	-0.03053	-0.02377	-0.08247	-0.05833	0.02690	-0.00438	0.00456	-0.02916	0.04309	-0.00165	0.05455	0.04524	-0.00851	-0.02491	-0.00595	0.05393	0.02324	0.93135	-0.08143	0.00505	-0.03228	-0.08475	-0.01588	0.03955	0.00257	-0.05502	0.05390	-0.70146	-0.03065	(Source $e0 $x0)
p200168	-0.09885	0.05238	-0.02345	0.05981	0.00977	0.07046	0.05022	-0.10372	0.00020	0.07381	-0.05038	-0.13584	-0.06433	-0.01119	-0.02803	0.03087	-0.03801	-0.08597	-0.03676	0.04488	-0.03263	0.07513	0.05381	0.15562	0.23949	0.08616	0.03089	-0.01797	-0.01614	-0.02406	-0.20346	-0.18536	-0.04803	-0.18062	-0.01901	0.04719	-0.06657	0.04944	0.17847	0.00616	-0.00862	-0.03592	0.12469	-0.02347	-0.02713	-0.04569	0.07744	0.12991	-0.00125	-0.05885	-0.08706	-0.04942	0.19854	0.11019	0.00311	0.02348	-0.07843	-0.09195	0.06696	-0.00849	0.03925	0.10843	-0.05057	-0.08185	(PartOf $x0 $x1)
p200177	0.02717	0.09571	0.02411	0.02576	0.01207	0.04069	0.02787	0.06394	-0.15502	0.13053	0.00822	0.07583	-0.09208	0.24119	0.17579	0.07341	-0.05749	0.44536	-0.01627	0.11971	-0.02544	0.02795	-0.02435	0.12874	-0.20953	0.19363	-0.08527	-0.19780	0.01217	0.08618	0.07992	-0.11767	-0.14909	-0.04244	-0.09086	-0.11527	0.01677	-0.09769	-0.02053	-0.09116	0.34832	-0.03763	-0.00761	0.01466	0.00704	0.01512	-0.17058	0.12699	-0.01207	-0.09986	0.29783	-0.11847	0.02768	0.02654	-0.01299	0.14610	-0.10744	0.20405	-0.12120	0.12499	-0.05122	-0.07426	-0.06532	0.00373	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200178	0.00448	-0.08190	0.30003	0.04004	-0.00736	0.88457	-0.05276	-0.08250	-0.01142	-0.02905	0.01342	-0.00278	-0.11117	0.08241	0.03389	0.03228	0.05632	0.02789	0.00712	-0.01100	0.14050	-0.13069	0.01161	-0.00716	-0.05396	-0.10083	-0.16075	-0.12790	-0.02857	-0.06162	-0.03865	0.08020	0.05101	-0.08924	-0.15973	-0.08236	0.09104	-0.27334	0.10905	0.00821	0.01994	-0.02878	0.01175	-0.05416	-0.01215	-0.10435	-0.04026	-0.00028	-0.04336	0.03831	-0.16169	-0.03616	0.08601	-0.10475	-0.00525	0.01140	-0.03399	-0.08066	0.07924	-0.03434	0.05699	0.00498	-0.08859	0.69023	(And (Goal $e0 $x0) (Past $e0))
p200179	0.17324	-0.09053	0.17039	-0.10001	0.08193	0.01681	0.18614	-0.03574	0.17107	-0.07281	-0.13560	-0.14790	-0.04149	0.15752	0.04304	0.04630	-0.19941	-0.10816	-0.01363	0.16157	-0.11290	0.04754	0.54156	-0.14360	-0.00921	0.08628	-0.07289	0.28332	-0.04597	0.07852	-0.07988	-0.02779	-0.11713	0.06781	-0.00810	0.11171	-0.02076	0.11960	0.10198	0.00168	-0.06180	-0.10931	-0.16425	0.09634	-0.19846	0.14547	-0.07749	0.12628	0.10273	0.01734	-0.09259	-0.18145	-0.05112	-0.16819	0.12312	-0.10204	0.13720	0.15781	0.06836	0.13115	-0.08845	-0.23221	0.27240	-0.03947	(And (Ongoing $e0) (Past $e0))
p200191	0.01179	-0.17474	-0.14325	0.05411	-0.00028	0.01728	0.05605	0.05974	-0.02370	0.00495	-0.04312	0.09989	0.07902	0.02114	0.04667	0.00423	0.10154	0.03869	-0.01385	-0.07040	0.01580	0.05572	0.02035	-0.01268	-0.04566	0.02554	-0.02742	-0.06787	0.03050	-0.04364	0.03959	-0.02096	0.00260	-0.49667	0.02083	0.02078	0.03520	0.05167	0.03344	-0.00075	0.01500	-0.01665	-0.04394	-0.07338	0.07269	-0.11215	-0.07691	-0.07380	0.11026	0.01914	-0.02223	0.04437	0.74920	-0.03761	-0.07828	0.01784	0.01672	0.02480	-0.03180	-0.11274	0.04874	0.02986	0.85361	-0.04190	(Result $e0 $e1)
p200199	0.11295	-0.09247	-0.11998	0.07857	-0.02252	0.08216	0.00976	0.03404	-0.07321	0.10392	0.15806	0.18529	0.08379	0.03140	-0.02042	-0.08573	0.17097	-0.02414	0.22605	-0.30085	-0.08766	0.16787	0.39555	0.01326	-0.15856	-0.17279	0.05672	-0.14814	0.00074	-0.19649	0.07492	0.06764	0.15077	0.09564	-0.19738	0.03936	0.06455	0.01000	0.25792	-0.02418	0.27707	0.34561	-0.15543	-0.13095	0.00671	-0.05243	0.24060	-0.14917	0.16566	-0.03240	-0.19262	0.10568	-0.04094	-0.00403	-0.02675	0.25488	-0.12317	0.02778	0.02752	-0.32004	0.08943	-0.01100	-0.11832	-0.12815	(And (Ongoing $e0) (Patient $e0 $x0))
p200200	-0.01643	0.04549	0.06991	0.62108	0.00662	-0.13253	0.00716	-0.17359	0.05239	-0.01715	-0.09665	-0.07572	-0.05003	-0.13082	0.00703	-0.04474	-0.00156	-0.00851	0.04204	-0.09639	0.05704	-0.01023	-0.00686	0.03113	-0.07653	-0.12615	-0.00909	-0.06264	0.04701	0.05298	-0.01320	-0.05475	0.00598	-0.10645	0.09867	0.10202	-0.06964	-0.01621	-0.02231	0.05360	0.06398	0.02947	-0.05504	-0.13684	-0.00231	0.69467	-0.01966	0.00340	0.01859	0.06607	0.02614	-0.07039	0.08394	-0.06385	-0.07064	-0.02296	-0.11039	-0.07072	0.02524	-0.03151	-0.01752	0.07720	-0.04914	0.11649	(Member $e0 have)
p200204	0.02190	0.10602	-0.01220	0.52644	0.02421	-0.13049	-0.00188	-0.25000	-0.08380	-0.01712	0.21179	-0.01872	0.08519	-0.11675	0.03842	-0.11483	-0.14033	-0.04727	-0.01728	0.20030	0.11681	-0.03321	0.00514	0.10601	0.04100	-0.14329	-0.03440	0.06340	0.24582	0.01230	0.20600	-0.14151	0.09385	-0.08419	0.00115	-0.14104	0.24233	0.09974	-0.02376	0.02956	-0.07099	-0.03266	-0.14017	-0.24291	-0.00267	0.56286	-0.16955	0.06022	-0.04841	0.00353	-0.00193	0.04656	0.08755	-0.00022	-0.04878	-0.02290	-0.11984	0.13752	0.13038	-0.16177	0.03768	-0.14661	-0.08654	0.16741	(Holder $e0 $x0)
