pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200049	0.02487	-0.10849	-0.17229	0.10575	-0.27599	-0.41600	0.03136	-0.02541	-0.33491	0.21493	-0.03590	0.17501	-0.09422	0.40717	-0.37248	-0.00362	1.29365	-0.13687	-0.04708	0.08512	-0.09344	-0.43073	0.00943	-0.06743	0.35694	-0.00967	0.29786	0.98110	0.15939	0.20387	-0.03113	-0.11179	-0.01982	0.06765	-0.16469	0.00280	-0.08304	-0.12644	0.12766	0.04618	0.15168	0.09420	-0.11682	-0.03064	0.05953	0.00711	-0.03267	0.25012	-0.07540	-0.21167	0.10398	0.29013	0.05940	0.01741	0.02835	-0.02173	-0.13975	0.00243	-0.10470	-0.12817	0.07539	-0.22047	0.12832	0.03627	(Location $e0 $x0)
p200061	0.13215	-0.11932	0.01245	-0.22424	-0.07371	0.06882	0.07853	-0.17378	0.02986	-0.07212	0.10468	-0.11629	0.28170	-0.09048	0.18010	0.11500	-0.04423	-0.00490	0.14979	-0.49337	-0.01136	0.06389	-0.02128	-0.08452	-0.17671	0.05747	1.00086	0.04502	0.23560	0.20079	-0.14727	0.13861	0.03909	-0.17726	-0.07609	0.14301	0.06894	0.04200	-0.31519	0.02823	0.03978	0.23219	-0.02744	0.25101	-0.03699	-0.16691	-0.02229	-0.10635	-0.05057	0.20701	-0.34259	-0.09890	-0.01559	-0.06627	-0.05568	-0.14893	1.01468	-0.14734	0.12341	-0.14622	-0.11652	0.01257	-0.03334	0.11094	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200075	-0.31821	-0.02616	-0.24808	-0.20832	0.08320	0.08451	-0.02627	1.52743	-0.01954	-0.09487	1.61946	-0.20264	0.28876	0.13523	-0.07880	0.00296	0.16235	0.05780	-0.07661	0.07050	-0.07726	-0.03811	-0.12231	0.10234	-0.00341	-0.00493	-0.02765	-0.19184	0.13191	0.03713	0.16577	0.00529	0.01868	0.01237	-0.14282	0.01942	-0.05208	-0.14835	-0.27394	0.14663	0.06710	-0.01679	-0.21077	-0.03133	-0.54999	0.14598	0.24686	-0.04540	0.02494	0.13353	0.06294	-0.01294	-0.22038	-0.09999	-0.03485	0.23347	-0.04453	-0.19218	-0.03657	-0.19380	-0.08202	-0.01149	0.12442	-0.34890	(Member $x0 thing)
p200076	-0.01182	0.05494	0.05936	0.49707	-0.17357	-0.13051	-0.10672	0.11228	0.08729	0.11237	-0.06127	-0.16408	0.23723	-0.12474	-0.17360	-0.05043	0.00214	0.03627	0.02806	0.19887	0.02740	-0.13529	0.05897	-0.06425	0.04557	0.05209	-0.24143	-0.01403	0.25580	-0.00535	-0.23430	-0.11994	0.01482	0.02725	0.03767	-0.07419	0.86274	-0.40352	0.02884	-0.04557	-0.10514	-0.01685	-0.05906	0.04575	0.17140	0.04405	-0.12097	-0.25644	0.02301	0.03646	1.00769	0.08404	-0.10553	-0.19342	-0.10284	0.04201	0.47581	-0.03551	0.01202	-0.11087	-0.02426	-0.01492	0.04143	-0.14144	(Theme $e0 $e1)
p200078	-0.12278	0.01870	-0.16560	-0.28897	0.48310	-0.37305	0.22467	0.15326	-0.05962	-0.25095	-0.07940	0.00874	-0.09304	0.06384	-0.08498	0.00373	-0.11035	-0.39306	0.02609	-0.03112	-0.02992	0.10559	-0.15696	-0.13475	-0.02748	-0.10761	0.00519	0.15075	-0.17987	-0.20362	0.47605	-0.10159	-0.00403	-0.04377	-0.11359	0.44280	0.92172	0.18921	-0.20992	0.11894	-0.19321	-0.11287	-0.05370	-0.20858	0.12401	0.27645	0.03281	0.26234	-0.25950	-0.38230	-0.23132	-0.21984	0.28901	0.12527	0.13666	-0.09201	0.11819	0.67786	-0.42001	0.23196	0.69332	-0.26569	0.09629	0.19273	(Cardinality $x0 <num>)
p200084	0.07386	-0.01906	0.08218	0.18672	0.00026	-0.08831	0.05519	0.01743	0.06280	-0.00649	0.00420	0.03461	0.12090	0.03675	0.04996	0.04821	0.15720	0.21995	0.01579	-0.10561	-0.09063	-0.00358	-0.07978	-0.01644	-0.07379	-0.16069	-0.29310	0.07517	0.08404	0.14874	0.00728	0.44260	-0.02990	0.71582	-0.19666	-0.00650	0.21341	0.00235	0.02339	0.11522	0.02019	-0.20195	-0.13185	-0.00960	0.04097	-0.01201	-0.06533	-0.30060	0.05118	-0.20837	-0.15969	-0.17382	0.08983	-0.24725	0.70965	-0.14384	0.00499	-0.18779	-0.15430	0.08230	-0.04300	-0.07967	-0.01932	-0.03108	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200093	0.24586	0.48644	-0.19101	-0.27438	0.83302	0.35412	0.44999	0.11265	-0.13652	-0.45933	-0.09005	-0.07287	-0.19271	0.28518	-0.04249	0.00670	0.10951	0.28863	-0.30277	0.00478	-0.47617	-0.23704	-0.38312	-0.23071	0.02448	0.01430	0.01333	-0.08033	-0.39264	-0.11062	0.37117	-0.06381	-0.06004	-0.00506	-0.16220	0.11402	-0.50322	-0.15238	0.20018	0.70178	-0.53563	-0.01566	0.42950	1.58616	0.05653	-0.30967	-0.08606	0.03771	-0.26473	-0.24985	0.66803	-0.12509	-0.04825	-0.16123	-0.04897	-0.30644	-0.12392	0.18078	-0.08437	0.10489	-0.07684	-0.04352	0.01392	0.38225	(LocatedIn $x0 $x1)
p200098	-0.02416	-0.14512	-0.09793	-0.11188	0.00653	-0.23415	-0.12734	-0.01155	-0.20701	0.02871	0.00094	0.01997	0.06386	-0.22142	-0.28174	0.04296	0.52451	-0.14841	-0.11284	-0.10786	-0.01438	-0.24978	-0.04655	-0.03548	0.53984	0.03391	-0.09220	0.75139	0.10133	0.40204	-0.00201	0.03623	-0.22712	0.01720	-0.36895	-0.15323	-0.04281	-0.02990	0.01344	-0.03726	-0.31190	-0.05114	0.08324	-0.06426	0.04601	-0.03768	-0.05657	0.55835	-0.11217	-0.09965	0.06068	0.53390	0.14607	0.16624	-0.21144	-0.12844	0.14366	0.04391	0.15648	-0.02996	-0.14318	0.01741	0.14841	0.18570	(And (Location $e0 $x0) (Past $e0))
p200105	0.64579	-0.04582	0.05673	-0.22869	0.00367	-0.20349	0.03042	-0.02354	0.15683	-0.13506	-0.06869	-0.08491	0.21099	-0.10142	-0.04016	-0.04139	0.08313	-0.08468	0.05047	0.52780	0.00801	0.29082	0.00187	-0.01221	-0.20099	-0.00247	0.07939	-0.09567	-0.03799	-0.00221	0.04271	-0.10102	0.06957	0.00254	0.03908	-0.13689	-0.01841	0.09314	-0.25571	0.01506	0.21179	0.24824	-0.16421	0.23454	-0.17831	0.46771	-0.00127	-0.11389	-0.12070	-0.06983	-0.31029	0.06751	-0.29231	-0.01644	-0.05248	-0.04267	-0.19560	-0.08451	0.06545	-0.26759	-0.05498	-0.14343	0.09845	-0.05433	(And (Agent $e0 $x0) (Ongoing $e0))
p200113	0.09748	0.06157	0.11729	-0.17610	-0.07928	-0.05604	-0.01579	-0.15192	-0.10319	-0.11480	0.14788	0.03775	0.01891	0.04158	-0.01054	-0.11034	0.00614	-0.05510	-0.11408	-0.37658	0.03065	0.03953	0.05029	-0.05236	0.00347	0.10042	0.43318	-0.02162	-0.09702	0.16732	-0.11154	0.36614	0.56687	-0.19210	-0.16736	0.11202	0.06913	-0.08021	-0.03142	-0.02877	-0.09966	0.16625	0.05700	-0.01546	-0.09129	-0.09900	-0.02077	-0.04761	0.07989	0.07298	-0.06006	-0.08322	-0.23052	-0.04174	-0.14899	-0.10208	0.60218	-0.05699	-0.07947	0.14766	0.10023	0.10195	0.07896	0.08425	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200116	-0.07876	-0.09607	-0.23655	0.07890	-0.01176	0.08917	-0.03567	-0.14942	-0.00514	0.00696	0.04045	-0.14497	0.01980	0.21480	-0.01770	0.01539	-0.00985	-0.18851	-0.05291	-0.02452	0.00184	0.04284	-0.02083	-0.02524	-0.06291	0.00367	0.00483	-0.09309	-0.07566	0.05357	-0.04461	-0.05066	-0.06890	-0.01173	-0.10841	-0.05781	0.05143	-0.01822	0.06161	-0.00854	-0.03026	-0.04559	-0.04308	0.07533	0.72483	-0.05419	1.26094	-0.03256	0.04331	-0.08784	-0.10756	0.04605	0.00255	-0.03983	-0.06716	0.09706	-0.00925	0.01143	-0.14923	-0.08760	0.03281	0.03735	-0.02304	-0.13448	(Goal $e0 $x0)
p200125	-0.00353	-0.11140	-0.06057	0.22676	-0.10258	-0.08177	0.05650	-0.04103	-0.06919	0.08004	0.03151	0.12174	0.05776	-0.10599	-0.09272	-0.03960	0.02635	-0.22911	0.01001	0.04076	-0.01765	0.17423	0.02984	0.08854	0.00076	-0.02467	-0.03361	-0.18099	-0.09926	0.17380	-0.00647	0.03019	0.03158	-0.02020	-0.13094	-0.04172	-0.03442	0.02958	0.03636	-0.02738	0.11172	0.13443	0.07916	0.09963	-0.09247	-0.08634	0.02754	-0.03848	-0.06300	0.76930	-0.01756	0.05893	-0.05414	0.04542	-0.03543	-0.13546	-0.11999	0.71454	-0.05287	-0.06816	-0.18318	0.09987	0.19429	0.21442	(Recipient $e0 $x0)
p200127	0.01865	-0.13249	-0.06218	0.15768	-0.10816	-0.00951	0.21901	0.04321	0.01279	0.13737	-0.02470	-0.00065	0.11351	0.11992	-0.18940	-0.09528	0.37191	-0.05109	-0.09156	0.29718	0.01086	-0.16722	-0.00844	-0.12364	0.05733	-0.05322	0.68790	0.40439	-0.24393	-0.12046	-0.01079	-0.06709	0.15219	-0.03026	-0.16803	-0.10617	-0.16501	0.06526	0.12197	-0.03658	0.27075	-0.24223	-0.18976	-0.05068	-0.01117	0.03126	-0.04486	0.15053	0.02505	-0.10236	0.24807	0.15917	-0.06335	-0.14975	0.11138	0.13188	-0.34904	0.03181	-0.04513	0.29197	-0.02388	-0.17146	0.04158	-0.19972	(And (Agent $e0 $x0) (Location $e0 $x1))
p200137	0.05283	0.03651	0.02219	0.10185	0.04272	-0.02615	0.31582	-0.09334	-0.05409	-0.05219	0.05899	-0.05126	-0.08609	0.15504	0.48334	0.03779	-0.00807	-0.16563	0.06670	0.02812	0.02315	0.16565	-0.00552	0.00564	1.28549	0.09339	-0.08011	-0.23622	-0.03158	-0.06321	-0.15538	0.02678	-0.05152	-0.00563	-0.08397	0.10275	0.12604	0.05109	0.05356	0.03687	0.03127	-0.04519	0.00942	-0.00540	-0.17714	-0.08879	0.08318	-0.22819	0.00086	0.12286	-0.06713	-0.18614	-0.16678	-0.07972	-0.07265	0.12196	0.02991	-0.19726	-0.06661	-0.05948	0.10125	0.00069	-0.13178	-0.13316	(Future $e0)
p200145	0.00355	0.12430	-0.09942	0.36549	-0.12491	-0.04625	-0.08954	0.16683	0.22211	0.10607	-0.22295	-0.01739	0.01502	-0.01742	-0.05959	-0.11423	-0.10128	-0.00208	-0.10804	-0.11026	0.01766	-0.16201	0.00658	-0.03181	0.01068	0.01408	-0.05085	-0.00258	-0.00313	0.09831	-0.08152	-0.04486	0.05535	0.03444	0.22277	-0.08170	0.69353	-0.13794	-0.17050	0.01531	-0.10184	0.16361	-0.03266	0.10434	-0.01838	-0.10829	-0.04414	-0.17130	0.05526	0.02333	0.48369	0.16433	-0.01524	-0.03633	-0.15740	0.14314	0.30166	-0.04908	0.11896	-0.17870	-0.15395	-0.00279	0.18255	-0.16257	(And (Past $e0) (Theme $e0 $e1))
p200149	-0.06823	0.06448	0.18345	-0.10844	-0.14372	0.10343	-0.16847	0.04433	-0.09243	-0.27227	-0.00419	0.09277	0.03180	0.09780	-0.09042	0.00025	-0.11426	-0.14297	0.08206	0.03069	-0.33095	0.09931	0.51056	0.14537	0.08798	-0.10138	0.04325	-0.11507	0.01249	-0.11052	-0.19119	-0.14274	-0.09659	0.05779	0.11780	-0.20233	-0.06002	-0.16262	-0.06745	0.57052	0.14004	-0.16592	-0.04106	0.02524	-0.19514	0.05460	0.03905	0.19708	-0.05610	-0.16717	-0.07165	0.21339	0.29203	0.12836	0.13879	-0.11415	0.10492	0.12219	0.22794	0.09570	-0.10652	0.26289	-0.34900	0.09994	(And (Experiencer $e0 $x0) (Past $e0))
p200154	0.08196	0.14244	0.31570	-0.19529	0.08243	-0.36690	0.05948	-0.02351	0.11690	-0.04097	0.01350	-0.14588	-0.12068	-0.12754	-0.11688	-0.00701	-0.11554	-0.19600	0.53110	-0.06854	-0.13550	0.07883	-0.08407	-0.15024	0.04107	-0.02422	0.07699	0.27479	0.06794	0.09498	0.22756	-0.01890	-0.00490	0.05376	0.08347	0.08909	-0.07493	-0.12860	-0.03503	0.16756	0.09100	0.06268	-0.14530	-0.01655	0.00889	-0.08008	-0.00428	0.04979	-0.03542	0.06362	0.14837	-0.11609	-0.17070	-0.24618	-0.02618	0.08952	-0.08599	-0.08753	-0.05388	-0.06591	-0.00931	0.52871	-0.06256	-0.11567	(Possession $x0 $x1)
p200158	-0.06075	0.07344	0.01340	-0.12507	-0.30047	-0.01922	-0.04831	-0.23950	0.24751	0.23821	0.16561	-0.20641	0.00064	-0.06133	-0.14824	0.00922	0.02496	0.11077	-0.13559	0.02464	-0.03041	0.00816	0.03338	-0.26592	0.04464	0.01965	-0.00805	-0.07657	-0.10845	-0.12124	0.00346	-0.02368	-0.00883	-0.02536	0.09497	0.13371	0.03652	-0.12694	-0.24480	0.01270	-0.02512	-0.12923	-0.09439	0.07016	-0.02634	0.12537	-0.02204	0.01217	0.10291	0.08252	-0.07572	-0.05198	-0.01029	-0.01854	-0.01932	0.91078	-0.04186	-0.08268	-0.07602	0.15582	-0.05617	-0.04437	0.05076	0.96851	(Source $e0 $x0)
p200168	0.14121	0.10258	-0.08080	-0.12253	0.13648	-0.02735	0.12611	0.09269	0.03186	0.02378	-0.14708	0.00359	-0.06947	0.15068	-0.05933	-0.03105	0.00601	0.00610	-0.02065	-0.04099	-0.02584	-0.06363	-0.05226	-0.06845	-0.02700	0.01763	-0.00186	0.08324	-0.11064	-0.02161	0.02725	0.01469	0.00601	0.02195	-0.19244	0.07725	0.06342	0.14421	-0.09145	0.07933	-0.21387	0.01151	0.02532	0.13630	0.06379	-0.11848	-0.00904	-0.04499	-0.13329	-0.16354	0.08498	-0.11850	-0.09537	-0.03663	0.00903	-0.03264	0.13368	0.09991	-0.07978	-0.05425	0.10266	-0.02252	0.20681	0.00918	(PartOf $x0 $x1)
p200177	-0.07494	-0.19610	-0.14379	0.19532	-0.11374	-0.11845	-0.00821	-0.05058	-0.13788	0.11717	0.06421	0.18955	0.11305	0.02884	-0.04543	-0.00518	-0.07901	-0.14883	0.06036	0.04755	-0.02627	0.16219	0.00013	0.15539	0.02324	-0.05265	-0.03599	-0.06469	-0.11518	0.17199	-0.00890	0.06852	-0.00254	0.08309	-0.18980	0.00445	-0.01871	0.13488	0.05311	0.00206	0.15072	0.10519	0.03399	0.13676	-0.02629	-0.00415	-0.00043	-0.17228	0.00877	0.26031	-0.02722	0.08030	-0.05709	0.03694	-0.11644	-0.23524	-0.09054	0.37681	-0.03200	-0.09596	-0.13316	0.24709	0.25996	0.25092	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200178	-0.07088	-0.10186	-0.18262	0.07580	0.01575	0.11424	-0.08830	-0.20322	-0.00191	0.01164	0.10717	-0.09772	0.04709	0.11525	-0.00673	-0.02646	0.01558	-0.13502	-0.06846	-0.09501	-0.01546	0.06817	-0.06053	0.02034	-0.01159	0.00962	0.02510	-0.10391	-0.03080	0.05365	0.00575	-0.00012	-0.02083	-0.02001	0.00478	-0.09082	-0.05731	-0.09466	0.11510	0.00363	0.04974	-0.01703	-0.01782	0.07343	0.56429	0.00408	1.01432	-0.05109	0.06938	-0.03968	-0.09572	0.07565	0.02610	-0.05185	-0.07107	0.04314	-0.05091	-0.03599	-0.07537	-0.05767	-0.04876	0.05326	-0.08873	-0.07739	(And (Goal $e0 $x0) (Past $e0))
p200179	0.47111	0.24924	0.11096	-0.20532	-0.03949	-0.15108	-0.12901	0.16691	-0.06825	0.21421	-0.14681	0.13550	-0.09568	0.01829	-0.10409	-0.08773	-0.02470	0.05566	-0.18604	-0.06319	0.08253	0.11821	-0.09671	0.17747	0.10428	-0.04082	-0.18019	-0.01705	0.38900	-0.03547	0.06444	0.09066	-0.03317	-0.03562	0.01031	-0.03010	-0.14433	-0.13637	-0.05622	-0.11454	-0.10285	-0.02571	0.27803	-0.03501	-0.26996	0.30797	0.18850	-0.00310	-0.10559	-0.11402	0.01817	-0.01453	-0.05276	0.13957	0.06667	-0.20062	0.05774	0.06753	0.23339	-0.07743	0.00505	0.08139	-0.08760	0.22963	(And (Ongoing $e0) (Past $e0))
p200191	0.04577	-0.02418	-0.00103	-0.03337	0.74003	-0.00605	0.02212	-0.04184	-0.03386	0.81357	-0.02594	-0.29270	0.07460	0.07796	0.10844	-0.02996	0.00180	0.17423	-0.08475	-0.02921	0.01181	-0.03282	0.15506	-0.00746	-0.04171	0.01623	0.01114	-0.03371	0.08652	0.08570	-0.08000	0.02454	-0.02352	0.00675	0.09064	-0.00334	0.02753	0.16167	0.06921	-0.12490	-0.07078	-0.02025	0.02687	-0.12814	0.02650	-0.02319	-0.05941	0.09959	0.01090	0.10919	-0.09840	-0.03048	-0.12267	-0.08881	-0.05754	-0.02997	-0.05815	-0.13418	-0.04633	-0.17948	-0.12525	-0.01570	0.14263	-0.07401	(Result $e0 $e1)
p200199	0.21047	-0.20927	-0.23119	0.35137	0.10010	0.02281	-0.03408	-0.16610	-0.03468	-0.14489	0.05881	-0.04112	-0.14204	-0.02234	0.21012	0.32695	-0.08960	0.09814	-0.07161	-0.10950	-0.08181	-0.15763	-0.06745	0.03941	-0.07249	-0.00931	0.00432	0.15746	-0.14514	-0.04860	0.04586	-0.03689	-0.22194	0.02389	0.17839	-0.07889	-0.03335	0.02969	0.06036	0.09080	0.08046	-0.01200	0.05819	0.07518	-0.14462	0.44959	0.09278	0.23124	-0.05776	0.23193	0.08617	-0.03244	0.02763	-0.12106	0.10158	0.13167	0.08234	-0.23052	-0.20080	0.25659	-0.06821	0.15957	0.07586	-0.11715	(And (Ongoing $e0) (Patient $e0 $x0))
p200200	-0.00628	-0.15745	0.01896	0.08142	0.03078	-0.04086	0.02205	-0.05191	0.00050	0.10572	0.03671	-0.05059	-0.08883	0.06165	-0.03675	-0.01277	-0.15054	0.05883	0.08884	0.01908	0.75792	0.03280	-0.27844	-0.19550	0.01271	0.09629	0.02137	0.12820	0.03016	-0.01626	-0.05745	0.03175	0.05854	-0.04209	-0.00754	-0.02032	-0.00566	-0.00493	-0.01711	0.55116	0.05795	-0.05931	0.09181	-0.12115	-0.08330	-0.00785	0.02572	-0.01136	-0.06793	-0.00445	0.03126	-0.01930	0.01407	-0.01980	-0.04757	-0.07062	-0.06975	0.00907	0.03767	-0.11812	0.01403	-0.01760	0.05113	0.05215	(Member $e0 have)
p200204	-0.09057	0.10084	0.03380	0.00395	-0.05540	-0.04401	-0.01438	0.00206	-0.00154	0.18482	0.03063	0.20090	0.11459	-0.12751	0.27738	0.02768	0.00999	-0.16117	-0.07728	0.02244	0.58606	-0.00482	-0.32432	-0.21054	-0.12214	0.03022	0.02655	-0.01244	-0.03697	-0.05553	0.06870	0.06781	-0.01497	-0.01007	-0.03195	-0.00001	0.01535	-0.01302	0.00828	0.56568	0.13304	-0.09485	0.06274	-0.11985	0.20646	0.14036	-0.08213	0.12566	-0.01165	0.01905	-0.03006	-0.07384	-0.12522	-0.13442	-0.06849	-0.09552	-0.11621	-0.05706	0.23664	0.02311	-0.00653	-0.02221	0.03865	0.05560	(Holder $e0 $x0)
