pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200050	-0.02758	0.11481	0.01354	0.11041	-0.23892	-0.01697	0.00934	-0.06450	-0.13082	-0.07131	-0.04892	0.01543	0.00608	0.00315	0.17214	0.00109	-0.00993	-0.00961	-0.01456	-0.06830	-0.01764	-0.25460	0.12216	0.05362	0.00723	0.03910	0.09083	-0.03499	-0.00403	0.03440	0.05625	-0.02665	-0.00355	0.06297	0.17935	-0.05535	0.07992	-0.03947	0.15965	-0.04209	0.07429	-0.03594	-0.00262	-0.05835	0.19868	-0.06742	-0.11525	0.06232	-0.22798	1.78414	0.00713	0.03875	0.11133	0.14452	0.12142	-0.04830	-0.03953	-0.18221	-0.02276	-0.06390	0.09707	0.05280	-0.04762	-0.04521	(And (Agent $e0 $x0) (Theme $e0 $x1))
p200059	-0.04571	-0.03750	0.01364	-0.15029	-0.02905	-0.00920	-0.06407	0.22467	-0.04566	-0.21454	0.03677	-0.07137	0.04093	-0.06574	-0.09528	-0.13989	-0.06266	0.02532	0.17439	-0.22934	-0.04672	0.01765	0.00600	-0.14516	-0.02593	0.00038	0.08179	-0.24563	-0.02510	-0.21280	0.10925	1.68123	-0.01639	-0.01394	0.08285	0.05247	-0.07042	-0.01936	0.07714	-0.05993	0.02786	-0.12004	0.08753	-0.11159	-0.07221	-0.00491	0.01606	-0.03174	0.04646	0.01961	-0.00390	1.65746	-0.03413	-0.14901	-0.14261	0.05819	-0.20916	0.03885	0.01552	-0.00302	0.00335	-0.16757	-0.02655	-0.01518	(Member $x0 thing)
p200072	-0.07295	0.00264	0.02838	0.02060	0.13111	1.70061	-0.02106	0.13613	0.06162	-0.04646	0.03400	-0.01465	-0.04665	-0.03006	0.03209	0.02151	0.04669	0.12475	0.02326	-0.12389	-0.01519	-0.07588	-0.03622	-0.09850	0.09806	0.05246	-0.01107	0.06517	-0.00895	-0.07437	0.11071	-0.10328	0.01864	0.05283	0.03260	-0.06199	0.02220	-0.00919	-0.04705	-0.04267	-0.15171	0.10873	-0.25839	0.12130	-0.00066	0.12984	-0.05095	0.04570	-0.03271	-0.01715	0.00286	0.12305	-0.11875	0.07092	0.07437	0.14411	0.00446	-0.07656	-0.02956	-0.11224	-0.01009	0.00078	0.03298	0.03500	(Theme $e0 $e1)
p200079	1.26548	-0.11746	0.00098	0.08766	-0.23999	-0.02600	-0.03650	0.10648	0.03555	-0.10289	-0.11080	0.00694	0.01446	0.04780	0.03159	0.09405	-0.18612	1.07990	-0.05018	0.06221	-0.24339	-0.02729	-0.02733	-0.09820	-0.08460	0.05856	0.01297	-0.06811	0.12448	-0.04531	-0.03472	-0.06388	-0.10938	-0.05789	-0.04325	-0.03580	-0.16481	-0.00995	0.04694	0.01340	0.14375	0.09337	0.16091	0.03759	0.02035	-0.10712	0.00589	0.14962	-0.29225	-0.11170	-0.00876	0.03235	0.09408	-0.13524	0.09342	0.01649	-0.05999	0.06251	-0.03328	-0.10983	-0.02233	-0.09750	-0.01095	-0.03940	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200081	0.01580	0.02028	-0.00174	-0.07481	-0.00739	0.00766	-0.01845	-0.00484	0.00847	0.02017	0.00469	-0.00126	-0.00101	-0.00940	0.01031	0.00797	0.00927	-0.00551	0.02023	-0.00206	-0.02394	-0.01990	-0.00125	0.00894	0.01268	0.00255	0.02384	-0.00282	0.00378	0.00568	0.00732	0.00567	-0.00257	0.01673	0.00655	-0.00209	-0.00540	0.00204	0.00886	0.00028	-0.01059	-0.02793	-0.01422	-0.01515	0.01925	-0.02143	-0.00682	0.03539	-0.01553	0.00401	2.27652	-0.00074	-0.00020	-0.00573	-0.02292	0.01251	0.00491	0.00860	-0.00459	0.00071	0.00623	0.02248	-0.00281	0.00538	(LocatedIn $x0 $x1)
p200084	0.01407	0.16009	0.83470	-0.35396	0.05076	-0.05866	0.08894	0.05475	-0.06098	-0.19559	0.00315	0.00317	0.01443	0.04079	0.05643	0.33697	0.75483	0.06522	-0.05644	-0.56430	-0.20590	-0.00007	0.01848	0.32190	0.17206	-0.08301	-0.22951	0.23918	-0.00129	-0.08697	0.39722	-0.15415	-0.02581	-0.03638	-0.34900	0.09851	0.29035	-0.00145	0.09148	0.08402	-0.24296	-0.12074	0.92954	0.29313	0.01026	0.19518	-0.07651	0.00355	0.00864	0.02072	-0.01439	0.10173	0.01740	-0.07750	-0.19340	0.01735	-0.17409	0.07885	-0.08827	-0.40429	-0.02145	-0.01458	-0.13296	-0.03538	(And (Location $e0 $x0) (Past $e0))
p200086	-0.12517	0.24356	-0.02481	-0.12216	0.17652	-0.20902	-0.03975	0.60103	0.04026	-0.04075	-0.09724	0.12490	0.10318	-0.06083	-0.14311	0.20181	0.06023	0.18639	0.32901	0.44696	0.07917	0.08073	-0.01568	-0.17005	0.11430	0.17253	-0.04662	-0.22733	-0.08136	-0.40218	-0.26102	0.28178	0.01569	0.22881	-0.30057	-0.15169	-0.14804	-0.01990	-0.02115	-0.12081	-0.12364	-0.03266	0.07907	0.18681	-0.07078	0.04443	-0.08102	-0.16350	-0.35314	0.04838	-0.01605	-0.34260	0.02264	-0.67705	-0.06352	0.04276	0.85213	0.84638	-0.03985	-0.11649	0.02545	-0.17635	0.58235	-0.14730	(And (Agent $e0 $x0) (Ongoing $e0))
p200106	-0.02328	-0.04678	-0.02992	-0.03346	0.04492	-0.00634	-0.02671	0.86295	0.00515	0.00530	-0.02151	0.18398	0.03107	-0.09831	-0.00415	-0.28864	0.02325	0.03059	-0.02934	-0.08971	-0.03331	-0.04508	0.00597	0.06903	0.03035	-0.06271	-0.03157	-0.07049	0.03468	1.26831	-0.01340	-0.15216	-0.04164	0.00363	0.01845	-0.13220	-0.01713	0.01186	-0.05809	-0.11005	-0.06871	-0.07643	-0.02400	0.00081	0.07144	0.02392	-0.04204	-0.05616	-0.03543	0.00532	-0.00798	0.11882	-0.07982	-0.04980	0.17382	-0.13040	0.03769	0.02482	0.00297	0.07952	0.15492	-0.22325	-0.05489	-0.18643	(Goal $e0 $x0)
p200111	-0.13080	-0.10805	0.01035	-0.08190	-0.34353	0.06550	0.00410	-0.02198	0.61749	0.01543	-0.10135	-0.09278	0.01390	0.11294	0.06181	-0.02571	-0.04471	-0.18242	-0.16799	0.00996	-0.09690	0.09626	-0.28604	-0.20203	-0.08852	0.03476	0.04044	-0.06567	0.03118	-0.02582	-0.02244	-0.14214	0.00822	-0.02159	0.24878	0.03707	-0.07510	0.01320	-0.03424	0.05429	-0.02815	0.12075	0.02469	0.07545	-0.11904	-0.06637	0.42658	0.12388	0.25622	0.90518	-0.02994	0.09945	-0.05471	0.02378	0.01868	0.05890	0.09759	-0.05901	0.03732	-0.05890	0.02670	-0.08814	-0.01195	-0.01437	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200115	-0.10296	-0.00702	-0.00434	0.08300	-0.06900	-0.01158	0.05244	0.04492	-0.05489	-0.11702	-0.05712	-0.06508	-0.06368	-0.01030	0.10376	0.03573	0.02924	0.05732	0.14245	0.00661	-0.02372	-0.09871	-0.00799	-0.00975	-0.02333	0.09655	-0.04009	-0.14058	-0.01463	-0.03088	0.00583	0.04879	0.00650	0.11910	0.17960	-0.06675	0.11828	2.02502	-0.05559	-0.04218	0.06962	-0.09146	-0.01768	0.02950	0.09923	-0.03661	0.01883	0.02069	-0.08060	-0.03262	0.00528	-0.07004	0.13604	-0.01563	0.09648	-0.00470	-0.02109	-0.00764	-0.00680	-0.08488	0.00459	0.04673	0.01682	-0.01640	(Cardinality $x0 <num>)
p200121	-0.06639	-0.08134	-0.04556	0.12537	0.01642	0.97080	0.01225	0.11369	-0.12080	0.11585	0.04435	0.04416	0.02290	0.00515	-0.03918	0.11960	0.05738	0.10839	0.09371	-0.16342	-0.16072	0.06244	0.00022	0.00505	0.14648	0.07152	0.33615	0.08110	-0.04796	-0.06781	0.15067	0.12095	-0.04790	0.01639	0.03376	0.09607	-0.17815	0.00300	-0.13582	-0.13234	-0.07998	0.12076	-0.01161	-0.37092	-0.05030	-0.00302	-0.01288	0.19800	-0.19612	0.06469	-0.00351	-0.20808	0.09999	-0.02616	0.00892	0.37576	-0.06566	-0.01106	-0.07233	-0.12794	0.05132	-0.07466	-0.03168	-0.05104	(And (Past $e0) (Theme $e0 $e1))
p200124	-0.28697	-0.34785	-0.24644	-0.31851	-0.03189	-0.19660	0.03959	-0.49666	-0.27542	-0.07195	-0.34728	-0.03578	-0.11264	0.09977	0.07809	0.17190	0.33458	0.55059	0.13723	-0.02068	0.01364	-0.22697	-0.01579	-0.37073	0.50727	0.25376	0.08477	0.03215	-0.00018	0.24394	-0.32289	-0.14904	-0.20067	0.00840	0.13115	0.36341	0.11459	-0.00690	0.09195	-0.08077	-0.44125	-0.03597	0.04191	0.05271	0.23264	0.56120	-0.14061	-0.06667	-0.11383	0.15243	0.01276	0.24806	0.22879	-0.16703	-0.06909	-0.21142	0.24679	-0.09623	0.62339	0.15631	-0.20835	-0.05284	-0.09668	0.02483	(And (Experiencer $e0 $x0) (Past $e0))
p200128	0.86517	-0.00993	0.03268	0.09138	-0.42181	0.06586	-0.00595	-0.11870	-0.08438	-0.05759	0.03205	-0.08239	-0.06469	-0.20809	0.11144	-0.00563	-0.10582	0.78973	0.06304	-0.10215	0.03068	-0.18590	0.05010	-0.16800	-0.01763	-0.15519	-0.11925	0.17324	-0.12071	0.06224	0.02774	-0.07483	0.28436	-0.06434	-0.04132	-0.16225	-0.13491	-0.01185	-0.07190	0.01385	-0.03557	0.03926	-0.06998	0.03364	0.08988	-0.08713	0.27686	0.04748	-0.11051	-0.12671	-0.00930	0.08924	-0.00239	-0.01469	0.07041	-0.03540	-0.02945	-0.03644	-0.02998	0.03465	0.03381	0.04749	0.01202	0.07959	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200132	0.07603	0.00490	-0.00041	-0.03709	-0.06129	0.01454	2.13716	0.13103	-0.00252	-0.14369	-0.02731	0.02478	-0.02739	-0.07474	-0.08311	-0.06201	-0.05937	-0.07334	0.09128	0.07151	0.11038	0.09655	0.00551	0.07309	-0.05481	0.01918	0.02187	-0.09448	-0.01351	-0.08940	-0.04613	-0.12818	0.00286	0.09540	-0.05064	-0.03313	0.08269	0.04149	0.09782	-0.05666	0.06557	0.12277	-0.02205	-0.06360	-0.09076	-0.05389	0.01765	-0.14425	-0.12506	-0.00579	-0.00967	0.12417	-0.05060	-0.05573	-0.02782	0.09326	-0.09266	0.07991	0.01826	0.07105	0.01214	-0.08810	0.00255	0.00958	(PartOf $x0 $x1)
p200140	-0.02219	-0.01185	-0.03278	-0.03594	-0.01825	-0.03662	-0.00794	0.75650	0.01570	-0.00962	-0.02433	0.10554	-0.03517	-0.07896	0.00439	-0.23157	0.05073	0.02028	-0.06908	-0.04778	0.00300	0.04765	-0.01774	0.04576	-0.03544	-0.02352	0.05505	-0.12426	-0.05123	1.06945	0.01610	-0.09016	0.00977	-0.00647	0.01963	-0.18813	0.04402	0.01507	-0.03578	-0.10100	-0.06193	-0.03879	0.00782	-0.02298	0.06032	0.07575	0.00086	-0.01080	-0.04108	-0.03923	-0.00133	0.07464	-0.03809	-0.00776	0.08892	-0.06551	0.07412	-0.00306	-0.00900	0.07200	0.04509	-0.16858	-0.00907	-0.06148	(And (Goal $e0 $x0) (Past $e0))
p200141	0.30536	0.20266	-0.12463	-0.08960	0.12126	-0.00468	0.04997	-0.28271	0.00351	-0.05350	-0.10832	-0.02928	1.17086	0.15760	0.33575	0.41573	-0.01466	-0.34661	0.12457	-0.28558	0.35412	-0.28945	-0.03181	-0.10679	0.08822	-0.03664	-0.13610	0.12813	-0.03505	0.23605	0.01942	-0.00814	-0.03805	-0.04805	-0.20687	0.12008	-0.54324	-0.03736	0.01398	0.10137	-0.11213	-0.10675	0.31067	0.06928	0.27698	0.16173	0.11636	-0.35558	0.19981	0.06131	0.05623	0.04270	0.02772	0.01790	0.19039	-0.01328	-0.00935	-0.00992	-0.06077	-0.44865	-0.20199	0.09228	0.28792	0.20843	(And (Ongoing $e0) (Past $e0))
p200149	0.19972	0.05688	0.00235	0.04591	-0.01139	0.03241	-0.01726	-0.20258	-0.00983	-0.02935	0.13552	0.26226	0.10721	0.14027	0.07013	-0.00800	-0.12428	-0.09648	0.41073	0.64822	0.10911	-0.01793	0.00357	-0.03755	-0.03440	-0.17052	-0.00119	0.14950	0.06905	0.13045	0.95177	-0.03381	-0.13011	0.02247	-0.05660	-0.03657	-0.14428	0.01075	-0.05790	-0.09767	-0.03376	-0.28469	0.04748	-0.03329	0.05119	-0.00023	-0.06621	-0.17765	0.27622	0.03430	0.00549	0.00265	-0.14449	0.02015	-0.14696	-0.13012	-0.09326	0.00076	0.04099	-0.00522	-0.01492	-0.26798	-0.05059	0.01302	(Result $e0 $e1)
p200158	-0.08585	-0.08089	-0.09097	-0.04560	0.04150	-0.12415	-0.02143	-0.20584	0.02222	-0.20236	-0.33361	-0.00005	-0.31997	0.04081	-0.29980	-0.03576	-0.07499	0.18416	-0.29492	-0.22416	-0.01313	0.28711	-0.02941	0.08952	0.05395	0.64299	0.38629	-0.09573	0.34282	0.05698	0.19783	-0.41492	-0.20189	-0.19763	0.35074	0.01487	0.57180	-0.01530	0.04348	0.06143	-0.14201	0.16601	0.25173	-0.26027	-0.16705	0.17660	0.02352	-0.09101	0.00571	-0.05549	0.04692	0.42272	0.06681	0.47034	0.10602	-0.26665	-0.18550	-0.45392	-0.06102	0.00856	0.01788	0.03891	0.67908	-0.07323	(And (Ongoing $e0) (Patient $e0 $x0))
p200159	-0.00266	-0.22681	-0.00048	-0.18303	-0.05861	0.00463	-0.04275	0.20832	-0.03684	-0.12700	-0.03793	0.09574	-0.07014	-0.03009	-0.03168	0.68333	-0.00051	-0.04368	-0.02916	-0.09824	-0.02192	-0.08293	0.06648	-0.00163	-0.03529	-0.00135	0.02300	0.15066	0.00100	-0.15477	0.05375	0.08410	-0.02107	-0.01105	0.08674	-0.13670	-0.03843	-0.01074	0.12073	-0.01603	0.12117	0.07995	-0.11383	-0.04557	0.06712	0.00031	0.04021	-0.01368	0.15670	-0.08394	-0.00684	-0.11353	-0.11607	0.13517	0.18746	-0.02253	-0.00593	-0.12051	0.02311	0.49641	0.00895	-0.22681	0.01005	-0.01887	(Member $e0 have)
p200171	0.00514	-0.22673	0.00247	-0.16828	-0.05057	-0.03221	-0.04087	0.21555	-0.03503	-0.12747	-0.03563	0.08498	-0.07098	-0.03205	-0.03496	0.67044	-0.00399	-0.06129	-0.01777	-0.09726	-0.01890	-0.07649	0.07462	-0.01343	-0.03912	-0.00114	0.01080	0.13548	0.00432	-0.15482	0.04782	0.06963	-0.01640	-0.01708	0.08533	-0.11453	-0.03592	-0.00715	0.11965	-0.01124	0.12246	0.08773	-0.10343	-0.03370	0.05848	-0.00343	0.04191	-0.01214	0.17445	-0.08903	-0.00486	-0.09668	-0.11065	0.13102	0.18332	-0.01974	-0.00747	-0.11688	0.03106	0.49188	0.01728	-0.22010	0.01034	-0.01926	(And (Member $e0 have) (Theme $e0 $x0))
p200178	-0.03072	0.06190	0.06284	-0.21433	0.08749	0.06462	0.00809	0.00419	0.02783	0.18182	-0.11178	0.10777	-0.06323	-0.01226	0.10944	-0.04562	0.03334	-0.02315	-0.14587	0.15644	-0.10642	-0.08721	0.01190	0.04751	0.03195	-0.00212	-0.05966	-0.28570	-0.00573	-0.01319	-0.13010	-0.08987	0.02331	-0.23532	0.07698	-0.12068	0.04378	0.00377	0.00389	-0.32444	0.01810	-0.30578	-0.05410	0.00659	0.07317	-0.08432	0.03814	0.03630	0.08523	-0.05508	-0.01469	0.08307	0.09940	-0.13067	0.19123	-0.35327	0.08956	0.10728	-0.01501	0.02994	0.85295	-0.11828	-0.06102	1.67480	(Future $e0)
p200179	0.08871	-0.04539	0.03953	-0.15480	-0.06945	-0.04970	-0.02986	-0.10014	0.02768	-0.22912	0.06538	-0.17318	-0.00844	-0.04703	0.01295	-0.09653	-0.03656	-0.14118	0.05781	-0.13792	-0.05790	-0.01879	-0.00276	0.05843	-0.04327	-0.16408	1.49978	-0.29700	0.00329	0.02408	0.14626	-0.07471	0.00204	0.06747	-0.04565	-0.01710	-0.14646	0.01953	0.10191	-0.08994	-0.04332	0.07455	-0.17191	1.51813	0.00324	0.07525	0.02036	-0.13649	-0.03350	-0.03451	-0.01278	0.02282	0.25663	-0.21989	0.02087	-0.17006	-0.16467	0.21232	-0.00020	0.21001	0.07717	0.10529	-0.05944	-0.04470	(Possession $x0 $x1)
p200187	-0.05667	-0.07461	0.05938	0.06379	0.01823	-0.01456	0.03626	-0.03686	-0.01358	-0.02609	0.04511	-0.05150	-0.02515	-0.01702	0.08403	-0.02348	-0.12257	0.05240	-0.04714	-0.16338	-0.18323	-0.09163	0.02128	-0.14863	0.02552	0.08605	0.08919	-0.30802	-0.01015	0.02221	0.12281	0.00341	-0.00975	-0.00561	-0.10406	0.11350	-0.15623	-0.02625	-0.04360	-0.06803	0.02472	-0.07102	-0.10563	-0.22153	0.05346	0.01388	0.01042	0.22642	0.00735	-0.03457	-0.01220	-0.05892	0.10787	1.03579	0.04798	-0.15541	-0.25348	1.20293	0.03822	-0.03031	0.12487	-0.02400	-0.04725	-0.11106	(Source $e0 $x0)
p200192	0.05879	-0.12495	0.00970	-0.37059	0.02585	0.02014	-0.00483	0.21779	0.03562	-0.27023	-0.07069	1.43717	0.01948	-0.03557	0.02047	-0.26515	-0.12156	-0.10037	-0.06180	-0.24300	-0.09218	-0.06768	0.00280	-0.08946	0.01108	0.09878	-0.06920	-0.02925	-0.00534	-0.16226	0.09817	-0.22507	0.01633	0.00006	0.01748	0.00748	-0.23065	-0.00011	0.23221	0.04297	0.02846	0.25564	0.02472	-0.01549	0.00294	-0.10719	0.01135	0.16353	0.03289	-0.00462	-0.01505	0.18955	0.03164	-0.28167	-0.07354	0.02541	-0.07715	0.16684	0.06747	0.15692	-0.00888	1.17768	-0.01287	0.01756	(GroupOf $x0 person)
p200219	0.18331	-0.30037	0.00265	-0.14332	0.08562	0.00333	-0.05841	-0.25528	-0.07316	-0.13251	-0.13251	-0.11210	-0.07251	-0.01595	-0.00717	-0.23124	0.05371	-0.21269	-0.00407	-0.01590	0.05598	-0.04783	0.00744	0.23751	-0.03607	0.00179	-0.15092	0.73456	-0.03212	0.16155	-0.04456	-0.11261	0.01457	0.07183	0.89901	-0.16163	0.18959	-0.01212	0.15358	-0.04862	-0.05904	-0.01740	0.02602	0.12985	-0.03753	-0.07131	-0.09183	-0.19761	-0.04170	-0.05010	0.01235	0.09954	-0.37878	-0.51352	0.00427	0.43658	0.07900	0.74445	0.03629	0.29684	-0.08678	-0.01999	-0.01686	0.05802	(And (Agent $e0 $x0) (Location $e0 $x1))
p200232	-0.09988	-0.26902	0.01387	-0.00612	0.00028	-0.01171	-0.03930	0.11492	-0.02893	0.07426	-0.07361	0.00400	-0.01290	-0.05896	1.54069	-0.02638	-0.03408	0.11839	-0.07937	-0.01995	-0.00098	1.08811	0.03055	0.07549	0.00830	-0.00193	-0.06718	-0.04031	-0.01085	-0.08383	0.01774	-0.10122	-0.01861	0.11801	-0.06086	0.07800	-0.06599	-0.00852	-0.15611	-0.01669	-0.02096	0.00448	-0.12465	0.02933	-0.68105	0.01389	-0.01522	-0.08588	-0.20070	-0.00748	0.00622	0.06884	-0.09429	-0.04325	-0.09590	0.02801	-0.05155	0.01134	0.01364	0.13104	-0.01952	-0.05331	0.00332	-0.02103	(Obligated $e0)
