pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p200196	-0.20286	-0.11990	0.00051	0.02485	-0.09124	-0.06720	0.44498	-0.03843	-0.17008	-0.00282	0.23486	0.30627	-0.45764	-0.04199	-0.18421	0.76530	(And (Member $e0 have) (Theme $e0 $x0))
p200209	0.04279	-0.07682	-0.07240	-0.05712	-0.20056	0.01539	-0.02342	-0.06584	0.11803	0.14699	0.06542	0.00786	0.01707	-0.01497	-0.00169	-0.01095	(And (Goal $e0 $x0) (Past $e0))
p200210	-0.51481	0.02004	-0.03577	-0.09633	-0.13586	0.51892	-0.22600	-0.10250	-0.17898	0.15094	0.04686	-0.00754	0.00020	-0.21036	0.25903	0.15153	(And (Ongoing $e0) (Past $e0))
p200214	-0.38520	0.02199	0.05663	0.21398	-0.02966	0.50279	0.14369	0.06629	-0.00528	-0.10989	0.23089	0.05634	0.12190	0.08339	-0.03372	-0.14638	(And (Ongoing $e0) (Patient $e0 $x0))
p200233	0.06269	0.08294	0.05493	0.01362	0.02797	-0.07053	0.04132	-0.03225	0.01481	0.03554	0.13132	-0.04567	-0.09859	-0.08888	-0.02384	-0.02785	(GroupOf $x0 person)
p200243	-0.03188	-0.13154	0.66627	-0.07300	0.14523	-0.05534	0.14885	-0.06707	0.11446	-0.02620	0.04051	-0.23400	-0.19538	-0.16583	0.09076	-0.04622	(And (Agent $e0 $x0) (Location $e0 $x1))
p200248	0.01306	0.02176	0.02038	0.11172	-0.09997	-0.01474	0.00705	0.04921	0.06426	-0.07198	-0.06032	-0.01775	-0.07782	0.06687	0.00812	0.05443	(Future $e0)
p200249	-0.03033	0.03112	-0.03098	-0.00936	0.08993	0.03229	0.01592	0.00774	-0.02628	0.03005	-0.03785	-0.02237	-0.02401	0.00191	-0.05445	-0.03752	(Source $e0 $x0)
p200263	-0.52466	0.00014	-0.05610	-0.08445	0.67247	-0.22236	-0.14644	0.01039	-0.53261	-0.05938	-0.39218	-0.46506	-0.31599	1.00806	0.44063	0.21326	(And (Agent $e0 $x0) (Member $x0 person))
p200292	0.09836	0.13571	-0.15662	-0.00603	-0.22834	-0.07797	0.59271	0.04805	-0.07565	-0.05985	-0.04880	-0.11964	0.21206	-0.06250	0.59954	-0.23177	(And (Experiencer $e0 $x0) (Result $e1 $e0))
p200293	-0.40497	0.05119	0.38220	-0.07181	0.07788	0.33870	-0.05050	-0.06818	-0.02297	0.00446	-0.17101	-0.06129	-0.05570	-0.17194	0.10598	0.12580	(And (Location $e0 $x0) (Ongoing $e0))
p200320	0.09285	-0.01796	0.10991	-0.04625	0.06822	0.08659	0.31871	-0.05380	0.38535	0.00313	-0.06888	-0.10588	-0.15617	0.13127	-0.29471	-0.12115	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200321	-0.14681	-0.08827	-0.00377	0.01949	-0.06781	-0.05109	0.33780	-0.06640	-0.12382	-0.00961	0.18379	0.19523	-0.33911	-0.03430	-0.13952	0.62235	(And (Holder $e0 $x0) (Member $e0 have))
p200322	0.06523	-0.02066	-0.13411	-0.09578	-0.18003	-0.07897	0.47650	-0.00468	-0.05645	0.04485	-0.09947	-0.11437	0.17916	-0.08455	0.45488	-0.17575	(And (Past $e0) (Result $e0 $e1))
p200323	0.10546	0.11692	-0.15383	-0.00301	-0.23619	-0.07185	0.58430	0.04836	-0.06680	-0.06172	-0.04152	-0.13710	0.22380	-0.05515	0.59110	-0.22965	(And (Patient $e0 $x0) (Result $e0 $e1))
p200326	-0.00409	-0.01015	0.00523	0.02701	-0.00079	-0.04091	0.00098	0.02738	0.02254	-0.04233	-0.09321	-0.04720	-0.00440	0.03823	0.03155	0.00328	(Can $e0)
p200327	-0.13272	-0.08964	-0.00518	0.02005	-0.07054	-0.05027	0.34020	-0.06507	-0.12325	-0.00935	0.19270	0.20498	-0.33841	-0.03098	-0.14104	0.61697	(Holder $e0 $x0)
p200337	-0.13123	-0.08864	-0.00483	0.01995	-0.07153	-0.04982	0.33666	-0.06209	-0.12231	-0.00905	0.19138	0.19330	-0.33354	-0.02920	-0.13798	0.60717	(And (Holder $e0 $x0) (Member $e0 have) (Theme $e0 $x1))
p200339	-0.13749	-0.08803	-0.00423	0.01970	-0.07032	-0.05023	0.33570	-0.06264	-0.12250	-0.00916	0.18783	0.18942	-0.33380	-0.03066	-0.13744	0.60938	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200343	-0.02350	0.01077	-0.00452	0.04390	0.03894	-0.00273	0.00448	0.04960	-0.01953	-0.02394	-0.10585	-0.02728	-0.09519	0.01028	-0.02007	0.00227	(Obligated $e0)
p200359	-0.37091	0.17196	-0.01885	-0.05120	0.08617	-0.07939	-0.10057	0.02025	0.15483	-0.04286	0.12735	-0.04548	0.44653	-0.14512	0.02609	0.13380	(To $e0 $e1)
p200379	0.11075	0.00133	0.17611	-0.05368	0.09329	0.06309	0.28395	-0.03346	0.39913	-0.00165	-0.17937	-0.08640	-0.10679	0.17609	-0.30738	-0.10577	(And (Agent $e0 $x0) (Theme $e1 $e0))
p200380	-0.02346	0.00158	0.12010	0.01771	0.07312	0.29853	0.25336	0.01242	0.21937	-0.01695	0.04651	0.09274	0.09822	0.34625	-0.33202	-0.15864	(And (Ongoing $e0) (Theme $e1 $e0))
p200416	-0.03976	-0.04944	-0.03977	0.03411	-0.05145	0.05900	0.06317	-0.00713	-0.00900	-0.00152	-0.03396	-0.06634	-0.00424	-0.04734	0.10241	-0.02359	(Member $e0 make)
p200422	0.09545	0.04601	0.03874	0.12261	-0.25582	0.16723	0.04045	0.05527	0.07821	0.00457	0.24594	0.12667	0.08483	0.41060	-0.11526	-0.08833	(Member $e0 start)
p200425	-0.33198	-0.02214	-0.11025	-0.09672	0.46971	-0.13383	-0.10819	-0.01194	-0.46918	0.01844	-0.12397	-0.26607	-0.22947	0.76271	0.34647	0.11216	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0))
p200431	-0.01159	-0.02139	-0.02782	-0.00737	0.03196	0.00532	-0.00856	0.00851	-0.03209	0.04387	-0.01562	-0.02032	0.00345	0.00317	-0.00984	-0.01966	(And (Past $e0) (Source $e0 $x0))
p200432	-0.03153	-0.01101	0.01630	0.00051	-0.05912	0.04142	0.01724	-0.02729	0.00129	0.00873	-0.00333	-0.00002	-0.12796	-0.02930	0.01713	0.10446	(GroupOf $x0 child)
p200433	-0.00329	-0.01517	0.00128	0.03132	-0.02901	-0.02686	-0.00221	0.06049	0.03239	-0.03011	-0.08305	-0.02535	-0.05422	0.01220	0.01287	-0.00109	(Member $e0 use)
p200434	0.00088	-0.02613	0.02416	0.01051	-0.02117	-0.02116	0.00363	0.03088	-0.01244	-0.00313	-0.00262	0.00188	-0.01958	0.01825	0.01605	0.00789	(Member $x0 house)
p200451	-0.06583	0.00345	0.10335	-0.05255	0.20894	0.23840	0.28969	-0.01339	0.17707	0.00132	0.00111	0.04007	0.06775	0.21308	-0.33305	-0.15529	(And (Ongoing $e0) (Past $e1) (Theme $e1 $e0))
p200463	0.04041	-0.00634	0.09831	-0.08894	0.20173	0.08307	0.34443	-0.06190	0.28290	0.01835	-0.04195	-0.09589	-0.11825	0.06602	-0.31455	-0.13429	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $e1))
p200466	0.32699	-0.02632	-0.06030	0.03400	0.07199	0.07862	-0.09385	0.04066	0.10118	-0.06569	-0.30408	-0.19851	0.00269	-0.05731	0.04322	0.18391	(And (Agent $e0 $x0) (Member $x0 thing))
p200480	0.07297	-0.00788	0.10906	-0.09437	0.20784	0.08372	0.31675	-0.05616	0.31381	0.02202	-0.11693	-0.08564	-0.08100	0.08611	-0.34256	-0.11687	(And (Agent $e0 $x0) (Past $e1) (Theme $e1 $e0))
p200493	-0.06489	-0.03867	0.39373	-0.00196	0.32442	-0.00417	0.19036	-0.01348	-0.03485	-0.02645	0.08469	-0.10766	-0.00031	-0.15045	-0.11711	-0.10482	(And (Location $e0 $x0) (Patient $e0 $x1))
p200494	-0.17723	0.09358	0.08108	-0.01462	0.05470	-0.05237	-0.05601	0.14263	0.02456	-0.02453	0.01894	0.00939	0.24432	-0.01529	-0.00471	0.02078	(And (Member $x0 thing) (Theme $e0 $x0))
p200499	-0.00216	0.00861	0.01794	-0.02629	-0.00081	-0.00283	0.00471	-0.00480	-0.00582	0.02101	-0.01026	0.01762	0.02447	0.02445	-0.02085	-0.01297	(Stimulus $e0 $x0)
p200517	0.07364	0.04154	-0.08792	-0.03586	-0.14307	-0.10476	0.38583	0.00509	-0.02767	0.00367	-0.07911	-0.11567	0.14185	-0.04654	0.35744	-0.13064	(And (Experiencer $e0 $x0) (Past $e1) (Result $e1 $e0))
p200535	0.09139	-0.03063	-0.04573	0.00442	-0.17261	-0.00135	-0.01354	-0.02807	0.15376	0.04334	0.07195	-0.03961	-0.09045	0.02497	-0.00492	-0.00178	(And (Agent $e0 $x0) (Goal $e0 $x1))
p200536	-0.27720	0.12197	-0.03150	-0.07627	0.17411	-0.09728	-0.11087	0.01279	-0.04588	-0.00219	0.04148	-0.06990	0.30249	0.22213	0.09496	0.10166	(And (Member $x0 person) (Possession $x1 $x0))
p200546	-0.04445	-0.00156	0.00951	0.06453	0.04914	-0.03948	-0.00327	0.01596	-0.00148	-0.02533	-0.11836	-0.13255	0.02716	0.01637	0.00675	0.02119	(Instrument $e0 $x0)
p200547	-0.01266	0.00977	0.00114	0.02214	0.02824	-0.00593	0.01272	-0.00180	-0.02060	-0.01093	-0.01676	-0.02464	-0.02046	0.00053	-0.01133	0.02320	(Member $x0 room)
p200548	0.03095	-0.03004	-0.04129	-0.04029	0.02106	0.02324	0.03129	-0.03849	0.04422	0.03874	-0.01910	-0.01553	-0.03447	0.01586	-0.03425	-0.02125	(Recipient $e0 $x0)
p200549	-0.01471	0.01591	0.00114	0.00856	-0.00164	-0.00542	-0.01744	-0.02210	0.01481	0.01463	-0.00286	-0.02167	0.01158	-0.03459	-0.01184	0.02886	(SubsetOf $x0 $x1)
p200577	0.13006	-0.08191	0.36295	-0.01630	-0.02736	-0.10042	0.00708	-0.06247	0.00520	0.03247	0.23875	-0.05416	-0.10043	-0.09907	0.13176	-0.01912	(And (Agent $e0 $x0) (Location $e0 $x1) (Past $e0))
p200578	0.08258	0.02050	-0.08455	-0.03301	-0.13753	-0.10260	0.37716	0.00449	-0.02770	0.00119	-0.08049	-0.12761	0.14946	-0.04531	0.34975	-0.12213	(And (Past $e0) (Patient $e0 $x0) (Result $e0 $e1))
p200582	0.03258	0.01475	0.16353	0.09004	0.03081	0.13552	0.18768	0.03391	0.16157	-0.03916	0.06647	0.08411	-0.00068	0.18121	-0.23150	-0.11493	(And (Patient $e0 $x0) (Theme $e1 $e0))
p200586	0.03048	-0.01187	-0.02994	-0.03418	-0.03042	-0.01074	0.01756	-0.03127	0.02466	0.04290	-0.05388	-0.01182	-0.00384	-0.01926	0.01332	0.00165	(Member $e0 go)
p200611	-0.06910	0.22223	0.06793	0.02645	-0.09472	0.23570	-0.17247	-0.03385	-0.08456	0.02699	-0.03143	0.06178	-0.17408	-0.01568	0.07471	0.14262	(And (Experiencer $e0 $x0) (Ongoing $e0))
p200612	-0.00354	-0.01585	-0.00898	0.06273	-0.02489	0.01608	0.03287	-0.00661	0.00162	-0.02225	-0.01785	-0.08952	-0.04183	-0.03770	0.05293	0.00022	(And (Member $e0 make) (Patient $e0 $x0))
p200613	-0.18986	-0.01739	-0.04731	0.00689	-0.01837	0.15216	-0.05379	0.07374	-0.02699	-0.02037	-0.00180	-0.04565	-0.05981	-0.05942	0.06992	-0.00987	(And (Ongoing $e0) (Theme $e0 $x0))
p200617	-0.01574	0.00249	-0.02703	-0.02044	-0.00740	0.03055	-0.01911	-0.02037	0.00246	0.02330	-0.01973	0.00269	-0.00799	-0.01365	0.00547	0.00020	(For $e0 $x0)
p200651	0.06199	-0.03907	0.25624	0.03192	-0.11065	-0.06625	-0.04786	0.11704	0.00628	-0.03084	-0.10567	0.02340	0.02861	0.10728	0.10354	0.00483	(And (Location $e0 $x0) (Theme $e0 $x1))
p200652	0.11115	-0.01371	0.03147	0.06521	-0.20014	0.11426	0.05090	0.03028	0.07351	0.02590	0.17296	0.09368	0.06133	0.31447	-0.08058	-0.06944	(And (Member $e0 start) (Past $e0))
p200653	-0.11022	-0.00858	-0.00443	-0.01337	0.06101	-0.03981	-0.00343	0.12986	-0.06033	0.00183	-0.04289	0.02978	-0.01308	0.13615	0.03741	-0.03866	(And (Possession $x0 $x1) (Theme $e0 $x0))
p200662	-0.07085	0.02038	-0.04288	-0.01600	0.01584	-0.02853	0.00117	-0.02091	0.01135	0.05505	-0.14600	-0.06884	-0.03267	0.02607	0.05015	0.03604	(Before $e0 $e1)
p200663	0.00753	0.00791	-0.02161	0.02673	0.00429	-0.01275	0.03919	-0.01042	-0.01488	-0.00061	-0.01026	-0.05877	-0.00918	-0.00514	0.02962	-0.01050	(Member $x0 door)
p200664	0.00789	0.02559	-0.02265	0.00114	-0.02232	0.00182	0.05694	0.01076	-0.01949	-0.00884	-0.00878	-0.00682	-0.03251	-0.01229	0.06030	-0.03502	(Time $e0 now)
p200720	0.08669	-0.02970	-0.04186	-0.00673	-0.13896	0.01142	-0.01248	-0.02787	0.10474	0.04909	0.08844	-0.01928	-0.07734	0.02119	-0.00297	-0.00939	(And (Agent $e0 $x0) (Goal $e0 $x1) (Past $e0))
p200727	-0.00594	0.22822	0.24229	0.01885	-0.10972	0.10472	-0.17393	-0.02433	-0.05946	0.01893	-0.06914	0.06202	-0.12920	-0.00316	0.10547	0.15129	(And (Experiencer $e0 $x0) (Location $e0 $x1))
p200728	-0.16017	-0.03519	-0.06383	0.18678	0.16383	-0.04727	-0.14663	0.01505	0.18552	-0.00460	-0.28569	0.72434	-0.02670	-0.07464	0.16066	-0.13090	(And (Member $e0 build) (Patient $e0 $x0))
p200737	-0.15937	-0.03530	-0.06383	0.18698	0.16317	-0.04717	-0.14666	0.01520	0.18570	-0.00455	-0.28520	0.72529	-0.02682	-0.07452	0.16072	-0.13130	(Member $e0 build)
p200738	-0.04173	0.00691	-0.06460	0.02040	-0.11203	0.09735	0.08738	0.02834	-0.02100	-0.00883	0.08034	0.02567	0.05276	-0.00964	0.13105	-0.06581	(Member $e0 get)
p200739	-0.03881	-0.00316	-0.00541	0.01594	-0.02109	0.01453	-0.01803	0.01383	0.02652	-0.00946	-0.07292	-0.05807	-0.04380	-0.01612	0.01927	0.01876	(Member $e0 play)
p200740	-0.08441	-0.03195	-0.04938	0.05180	0.03303	-0.01630	-0.06646	-0.00121	0.16330	0.00128	-0.11916	0.37141	-0.02413	-0.08623	0.11031	-0.07175	(Member $x0 company)
p200741	0.02865	-0.00993	-0.00578	0.02935	-0.07790	-0.00092	-0.02409	0.04073	0.04117	-0.00113	0.04023	-0.01134	-0.02994	-0.00696	0.02792	-0.01367	(Member $x0 new)
p200785	0.12794	-0.01654	0.03016	0.09140	-0.22398	0.16668	0.03432	0.04914	0.08683	-0.00107	0.22154	0.13427	0.08405	0.37532	-0.10173	-0.07517	(And (Member $e0 start) (Ongoing $e1) (Theme $e0 $e1))
p200830	-0.17783	-0.02830	-0.06136	-0.04023	0.02467	0.16263	-0.04072	-0.02853	-0.04629	0.03331	0.07127	-0.07730	-0.08829	-0.10657	0.04914	0.00520	(And (Agent $e0 $x0) (Ongoing $e0) (Past $e0))
p200844	-0.03797	0.02268	-0.03448	-0.01495	0.02214	-0.01294	0.01207	-0.00846	-0.03885	0.06511	-0.09680	-0.04690	-0.04394	0.04651	0.02465	0.00915	(And (Before $e0 $e1) (Past $e1))
p200845	-0.07210	-0.00974	0.00425	0.03956	-0.08200	-0.04416	0.07094	0.03314	0.06540	-0.01648	-0.00421	0.01097	-0.09547	-0.03160	-0.06038	0.25069	(And (Cardinality $x0 <num>) (Theme $e0 $x0))
p200846	-0.05360	-0.03707	-0.00770	-0.01292	-0.03968	-0.01100	0.12606	-0.00066	-0.05952	0.03586	0.09142	0.08765	-0.10912	-0.01354	-0.06049	0.19946	(And (Member $e0 have) (Past $e0))
p200847	0.14272	-0.01475	0.03266	0.09577	-0.22918	0.16845	0.02330	0.05104	0.08612	-0.00139	0.21941	0.13772	0.08266	0.37894	-0.09940	-0.07418	(And (Member $e0 start) (Theme $e0 $e1))
p200848	-0.06958	0.04107	-0.01605	0.10836	0.03565	0.00843	-0.01886	0.01140	-0.00145	-0.00135	-0.09007	-0.08512	0.00151	-0.03384	-0.03863	0.04902	(And (Member $x0 thing) (Patient $e0 $x0))
p200858	0.01628	0.00288	-0.04473	-0.00561	-0.08007	-0.06684	0.18785	0.00811	-0.00425	-0.00206	-0.07906	-0.07245	0.06269	-0.00335	0.19073	-0.05538	(Member $e0 become)
p200859	-0.20279	-0.00690	0.07444	-0.09623	0.38552	0.11702	0.25284	-0.04461	0.09839	-0.01572	-0.17541	-0.05511	0.04625	-0.09123	-0.23825	-0.09262	(Member $e0 begin)
p200860	0.05521	0.00594	-0.02158	0.01694	-0.06568	0.00414	-0.01300	-0.02442	0.03744	0.02094	0.05010	-0.02107	-0.05563	0.00198	-0.00782	0.00812	(Member $e0 come)
p200861	-0.06542	-0.00411	0.02878	0.01771	0.08944	-0.00890	0.02462	0.05548	-0.04121	-0.00785	-0.05858	-0.02440	-0.06823	0.07740	-0.02586	-0.02634	(Member $e0 take)
p200862	-0.00393	0.00709	-0.00530	0.00860	0.00159	0.00994	-0.00455	0.00439	-0.00805	-0.00711	0.00739	0.01022	0.00831	-0.00046	-0.00531	-0.01047	(Member $x0 problem)
p200863	-0.00652	0.01529	-0.00668	0.00796	-0.01608	0.02202	0.02291	-0.00035	-0.01630	-0.01290	0.02740	0.02871	0.00360	-0.00568	0.01887	0.00513	(Member $x0 weather)
p200864	0.00517	-0.00511	-0.00006	-0.00351	0.01047	-0.00552	0.00086	-0.00467	-0.00302	-0.01086	0.01068	0.00956	0.01757	-0.00366	-0.00533	-0.00943	(Past (LocatedIn $x0 $x1))
p200899	-0.11370	-0.00933	0.11705	-0.08865	0.32452	0.13598	0.26899	-0.03648	0.15549	-0.02003	-0.11330	-0.11129	-0.07225	-0.00880	-0.28025	-0.10183	(And (Agent $e0 $x0) (Ongoing $e1) (Theme $e0 $e1))
p200900	-0.03326	0.02292	-0.03254	-0.02012	0.02138	-0.01100	0.01438	-0.00575	-0.04189	0.06426	-0.08472	-0.03625	-0.03610	0.04764	0.02617	0.00233	(And (Before $e0 $e1) (Past $e0) (Past $e1))
p200924	-0.21893	-0.03095	0.21075	-0.07928	0.22804	0.10022	0.15466	-0.03245	0.06482	-0.02871	-0.11642	-0.14739	-0.07177	-0.12472	-0.09151	-0.03780	(And (Agent $e0 $x0) (Location $e0 $x1) (Ongoing $e0))
p200925	0.08282	-0.03943	0.21298	0.05550	0.03017	-0.05365	0.00538	-0.00591	-0.07762	0.00638	0.14933	-0.02398	-0.00398	-0.04119	0.05420	-0.03064	(And (Location $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200926	-0.05632	-0.03542	-0.00820	-0.01081	-0.03483	-0.00910	0.12137	0.00156	-0.06196	0.03309	0.09229	0.08686	-0.11489	-0.02161	-0.05697	0.19523	(And (Member $e0 have) (Past $e0) (Theme $e0 $x0))
p200935	-0.03194	0.02307	-0.03240	-0.02016	0.02170	-0.01088	0.01431	-0.00578	-0.04173	0.06429	-0.08478	-0.03602	-0.03561	0.04720	0.02581	0.00234	(And (Before $e0 $e1) (Past $e0))
p200936	0.01135	0.01095	0.00531	0.07383	-0.04229	0.00042	0.00154	0.02082	0.02385	-0.03617	-0.00136	-0.00542	0.03340	0.04309	0.00128	-0.00485	(And (Future $e0) (Patient $e0 $x0))
p200937	-0.05706	0.01055	-0.00061	0.07568	0.05869	-0.03154	-0.00286	0.02158	-0.00962	-0.03842	-0.10219	-0.13064	0.03248	0.02238	0.00204	0.02081	(And (Instrument $e0 $x0) (Patient $e0 $x1))
p200955	-0.03765	-0.00324	0.01386	0.03757	-0.03278	0.01155	-0.00132	0.03826	0.01136	-0.02371	0.00271	0.02317	0.00661	0.03592	-0.00254	0.00075	(GroupOf $x0 thing)
p200956	0.03262	0.03630	0.00740	0.00973	0.00764	-0.00778	-0.00943	0.00383	-0.00367	0.00691	-0.00358	0.01561	-0.05025	0.00158	-0.02199	-0.00033	(In $e0 $x0)
p200957	0.01551	-0.01150	0.00882	0.04830	-0.05159	0.00446	-0.00639	0.00499	0.01956	0.01962	0.01875	-0.00233	0.01197	0.02824	-0.02273	0.00153	(Manner $e0 quickly)
p200958	-0.08493	-0.02869	-0.02306	-0.02572	0.03332	0.03275	-0.02671	-0.00962	-0.05189	0.00585	-0.04552	-0.03401	-0.02718	0.06897	0.06275	0.01093	(Member $e0 study)
p200959	-0.00635	-0.01479	-0.00311	0.00467	-0.10609	0.01551	0.00316	-0.01026	0.09333	0.01744	0.01549	0.02211	0.03871	0.06874	-0.00710	-0.01200	(Member $e0 try)
p200960	-0.01782	0.02574	0.00096	-0.00546	-0.02276	0.01302	-0.02144	-0.01916	0.00521	0.02859	-0.00741	0.02019	-0.01088	0.04746	0.00009	0.00742	(Member $e0 work)
p200961	0.02241	0.00342	-0.02272	0.02555	-0.04730	0.02069	-0.01428	-0.00142	0.04057	0.01232	0.05995	-0.01818	-0.06083	-0.01252	-0.00572	-0.00799	(Member $x0 man)
