pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200083	0.21072	0.01696	-0.14896	-0.22968	0.82449	0.03378	-0.11738	0.09918	-0.12541	-0.46027	0.05170	-0.29591	0.16809	-0.08277	0.09236	-0.00963	-0.02964	0.22011	-0.22623	-0.18290	-0.02379	-0.00242	0.02233	0.01684	-0.00022	0.09560	-0.10328	-0.22280	-0.07171	-0.25139	0.01025	0.16527	-0.09778	2.05327	-0.03340	-0.14687	-0.01880	-0.23974	0.27546	-0.22240	0.15336	-0.23622	0.01935	0.08231	0.06207	0.01340	0.01676	0.17025	-0.07439	-0.07116	-0.02122	0.06687	-0.03332	0.00923	0.09412	-0.10671	0.24289	-0.09609	0.21905	0.05677	-0.13726	-0.05541	0.16135	0.09665	(LocatedIn $x0 $x1)
p200093	0.18545	-0.00586	0.09682	-0.05488	-0.17523	-0.03129	0.02686	-0.17779	-0.00903	0.14124	0.06675	-0.30411	-0.17256	-0.05549	0.04158	0.07771	-0.11437	0.03768	0.07517	-0.08656	-0.01391	0.02894	0.00013	-0.24727	0.00315	-0.04815	0.16278	-0.11973	0.13334	-0.05574	-0.51834	-0.15410	0.16821	0.10722	1.65984	0.03234	0.08709	-0.09900	-0.10851	-0.08704	-0.16387	0.07960	-0.01698	-0.32111	0.37713	-0.14012	0.01413	0.10885	0.11817	-0.09775	-0.00066	-0.27295	0.14123	0.00793	-0.33499	0.03443	0.15624	-0.00222	-0.38908	0.02889	0.21882	-0.01062	-0.15194	1.25749	(Cardinality $x0 <num>)
p200100	-0.20096	0.06419	0.04164	0.12324	0.24038	-0.01238	-0.12378	-0.01322	0.03265	-0.24845	-0.04832	-0.33000	-0.36204	-0.21933	0.05749	-0.04523	-0.00545	0.00179	0.54986	-0.17279	0.00642	-0.23317	-0.02424	0.15021	-0.13396	-0.03001	0.01476	0.03927	1.37867	-0.17982	-0.09554	-0.25783	-0.15715	-0.11535	-0.09151	-0.01293	0.07546	-0.12071	0.12363	-0.04882	0.01947	0.17414	-0.00086	0.60770	-0.20268	0.35938	0.03023	-0.12182	0.02425	0.11030	-0.02905	-0.09407	-0.15757	0.26978	0.03968	0.25032	0.02415	-0.15747	-0.03130	0.35137	-0.15233	0.15423	0.01867	0.13362	(And (Location $e0 $x0) (Past $e0))
p200105	-0.16328	-0.05109	-0.05842	-0.16544	0.00878	0.58599	0.22388	-0.15993	0.02115	-0.00134	0.42617	-0.07151	0.11406	0.05332	0.05030	-0.07952	0.12890	0.35371	-0.16182	0.09503	0.02407	-0.08967	-0.01059	0.04885	-0.05246	-0.07924	0.82168	0.21140	-0.05718	-0.04347	-0.06243	-0.14067	0.05592	-0.07494	0.03184	0.17778	-0.14592	-0.02423	-0.06252	0.16337	0.09637	-0.26038	-0.21472	-0.07056	0.03226	-0.00032	-0.00970	-0.14953	-0.05833	0.08549	-0.03816	0.15951	-0.20719	0.31654	-0.02235	-0.18556	-0.12202	-0.10905	0.04992	-0.25295	-0.10704	-0.32780	0.28553	0.02934	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200112	0.06013	-0.10836	0.15222	-0.07458	-0.04799	0.03474	-0.16539	0.23158	-0.14438	-0.00670	0.00674	-0.06731	0.15457	0.11713	-0.22345	0.39900	0.08162	0.10513	-0.18820	0.00266	0.03228	-0.10154	-0.04783	0.37537	0.03887	-0.10130	-0.09980	-0.26017	-0.11620	0.08825	-0.01133	-0.05996	-0.10417	-0.01278	-0.05568	-0.21033	-0.03878	-0.01791	-0.21083	0.36169	0.17631	0.79892	-0.03406	-0.11011	0.78458	-0.00158	-0.02054	0.00942	-0.14966	-0.15322	-0.03068	-0.09303	-0.24299	0.01943	0.17595	0.01616	-0.02549	-0.31981	0.45683	0.02037	-0.19337	-0.16592	-0.09097	0.07097	(And (Agent $e0 $x0) (Ongoing $e0))
p200114	0.26599	-0.05666	0.00331	0.27575	-0.28864	0.04279	0.51294	0.09821	0.01977	0.00541	0.04651	0.10369	-0.15614	-0.36699	0.09233	0.23415	-0.27839	-0.10616	0.18356	-0.14441	-0.02456	-0.09761	-0.00941	-0.04654	0.92850	-0.05549	-0.06279	-0.15901	-0.09598	-0.06680	-0.11874	-0.10772	-0.07790	0.06005	-0.14738	0.00119	0.03947	-0.02847	0.16784	-0.18417	0.04745	-0.02802	-0.00610	0.05008	0.18536	-0.25150	-0.05785	-0.06984	0.04856	0.13166	0.01683	0.58751	0.02775	0.07883	0.02231	0.30088	0.34797	0.19445	-0.18719	0.06001	-0.14245	-0.23862	-0.00440	0.04161	(Member $x0 person)
p200128	-0.05070	0.06644	0.00101	-0.01753	-0.31552	-0.08286	0.05683	-0.05404	0.04874	0.19218	0.26356	-0.02496	-0.04006	-0.26440	-0.17864	1.07573	0.04686	-0.00011	0.01543	-0.07929	-0.04022	0.19914	0.00343	-0.19621	-0.01169	-0.17766	0.02692	-0.06865	0.21907	0.14485	0.15561	0.02884	-0.06503	0.14802	0.07992	0.03358	-0.10207	-0.00949	-0.16258	-0.48117	-0.17254	-0.14999	0.01862	-0.01450	-0.21973	-0.40936	-0.06671	-0.07701	-0.03088	1.31000	0.04600	0.20151	-0.24016	-0.02955	0.04706	0.01563	0.13203	-0.11503	0.09705	0.16977	-0.05312	-0.04877	0.05724	-0.14845	(Possession $x0 $x1)
p200133	-0.01672	-0.00620	-0.01279	0.06831	0.15035	-0.05284	-0.17783	-0.00390	0.05143	-0.07748	0.19697	-0.26151	0.02329	-0.22893	0.93143	-0.04345	-0.09429	0.09619	-0.10921	-0.13594	-0.01655	-0.02911	-0.00725	-0.03620	0.06137	-0.05242	0.00911	0.16398	0.04372	1.12782	0.08201	-0.09091	0.00134	-0.06524	-0.12882	0.01910	-0.22979	-0.13390	-0.17634	-0.11186	-0.01957	-0.05974	-0.01173	-0.00658	0.11370	-0.05992	-0.00036	0.09527	0.03712	-0.16104	0.01100	-0.03589	-0.01254	-0.03063	0.12310	0.03190	0.13218	-0.03473	-0.05564	0.05549	-0.16506	-0.00641	0.04871	0.07108	(Goal $e0 $x0)
p200137	-0.14966	0.36010	-0.09444	-0.18116	0.17500	0.03081	-0.17050	0.16726	-0.00049	-0.30773	-0.15457	-0.02002	0.16605	0.00593	-0.14444	-0.06801	0.33900	0.09859	-0.10265	-0.05366	-0.08666	-0.15455	-0.02035	-0.11900	0.79352	0.10605	-0.24182	0.16956	0.14743	0.11689	0.10399	0.15173	-0.37538	-0.13609	0.45215	0.22283	-0.15251	-0.08130	0.15530	0.05413	0.08184	-0.08101	0.04358	-0.29721	-0.24666	0.09836	0.13789	0.04350	-0.04654	0.15124	-0.00624	-0.02746	-0.00245	-0.12884	-0.19771	-0.04038	-0.08967	-0.08210	0.14130	-0.06736	0.12097	0.24628	0.43145	-0.35272	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200160	0.05142	-0.01589	-0.10776	0.06284	-0.07401	-0.10249	0.02483	-0.05007	0.89666	0.07816	-0.12631	0.01903	0.17530	0.06267	0.05453	-0.09986	0.01835	0.03119	-0.08537	-0.12284	-0.06448	0.20520	-0.00442	0.07123	-0.03221	-0.09775	0.09586	-0.07237	-0.03664	-0.04832	0.26847	-0.01386	-0.05075	0.03836	0.30192	-0.08143	0.06540	0.05064	0.06455	0.04069	-0.10897	0.08199	-0.00734	0.03331	-0.22684	0.25880	-0.00163	-0.05428	0.05658	-0.07330	-0.02453	-0.04326	-0.06249	-0.01116	0.13929	0.05232	0.04531	0.07685	0.25398	0.03446	-0.09681	-0.08433	0.07408	-0.23101	(And (Past $e0) (Theme $e0 $e1))
p200163	-0.16176	-0.07703	-0.08804	0.05674	0.13824	-0.12221	0.30367	0.08039	-0.00048	-0.13078	0.03002	-0.11664	0.13414	-0.57533	-0.16324	-0.08112	0.87601	-0.06614	-0.04242	0.38837	0.03383	-0.30652	-0.04803	-0.00901	-0.02730	0.04457	0.15339	0.08597	0.08072	0.09747	0.04604	-0.00905	-0.08612	0.02878	-0.09301	-0.12585	-0.07272	0.10899	-0.17023	0.08666	0.46909	0.21850	-0.02054	0.02414	-0.32063	-0.12361	-0.00639	-0.04109	-0.07316	0.16711	0.46948	-0.31480	0.02312	-0.15426	0.03913	0.11597	0.90784	-0.35953	-0.09200	-0.31368	-0.13618	-0.10277	-0.12139	0.23979	(And (Experiencer $e0 $x0) (Past $e0))
p200164	0.07268	0.00940	0.16997	0.02494	-0.14045	-0.01083	-0.01510	-0.05520	0.00433	0.04884	0.05813	-0.01859	-0.11312	-0.14838	0.10542	0.08156	0.06635	-0.08479	0.06517	0.04848	-0.00845	0.08835	-0.00018	-0.03867	0.09844	-0.06925	0.02907	-0.02107	0.04191	-0.07650	0.01397	0.01124	0.05178	0.03145	-0.05375	-0.07883	0.10928	0.15414	-0.00351	-0.00232	-0.10511	-0.04778	0.00997	-0.08495	-0.01558	-0.01380	2.13590	-0.00348	-0.12223	-0.13375	0.01127	-0.13365	-0.12421	0.01384	0.01459	-0.04469	0.01859	0.03614	0.03187	0.05940	-0.03629	-0.02638	-0.00170	0.07745	(PartOf $x0 $x1)
p200178	0.02123	-0.00776	0.06320	-0.05908	0.02913	-0.06027	-0.10166	-0.05651	0.01001	0.01527	0.19024	-0.13152	0.60944	-0.03424	0.11227	-0.01660	-0.07951	-0.16096	0.59776	0.02120	-0.00192	0.02143	-0.00105	0.30233	0.04694	-0.05007	-0.01470	0.04834	-0.20164	-0.12638	-0.07880	0.21345	-0.06009	-0.05023	-0.06153	-0.10553	0.17745	-0.17810	-0.08743	0.06730	-0.21103	-0.09440	0.07463	-0.03614	-0.07210	-0.01508	-0.03375	0.07474	0.05604	0.09559	0.00995	-0.15727	0.21542	-0.15037	0.03700	0.01480	-0.04784	-0.25227	0.05486	-0.01715	-0.06687	-0.01935	0.05752	0.03343	(Member $e0 have)
p200192	0.02393	-0.00302	-0.06717	-0.00032	0.09147	-0.06886	0.03724	0.00714	-0.02567	0.33133	-0.04999	0.02417	0.07036	-0.05224	-0.16209	-0.06056	-0.01401	-0.15186	-0.11730	-0.08161	-0.00621	0.14581	-0.02020	-0.16328	-0.01219	0.20756	-0.04890	-0.20083	0.02035	0.11614	-0.00749	0.52399	-0.14874	-0.07580	-0.02528	-0.09112	0.08425	-0.12985	-0.05688	-0.14484	-0.08805	-0.07037	0.02125	-0.12709	0.09753	-0.02005	0.01559	0.11586	0.00664	-0.02793	0.07272	-0.00566	0.12728	0.98769	-0.03472	0.19059	-0.03843	0.10586	0.06909	0.01569	-0.05573	-0.01810	-0.02855	0.03287	(Result $e0 $e1)
p200196	0.03025	-0.00807	0.06581	-0.05436	0.02648	-0.06162	-0.09485	-0.05849	-0.01762	0.01653	0.18794	-0.12965	0.59011	-0.03101	0.10873	-0.01839	-0.07648	-0.15966	0.58034	0.02583	0.00276	0.02287	-0.02138	0.29475	0.04158	-0.04906	-0.01962	0.05492	-0.19265	-0.12150	-0.07470	0.20048	-0.05878	-0.04397	-0.05301	-0.10233	0.16907	-0.16483	-0.08246	0.06885	-0.20494	-0.08798	0.08797	-0.03740	-0.06658	-0.02174	-0.03265	0.07732	0.05203	0.09723	0.01514	-0.15819	0.20964	-0.14688	0.04211	0.01967	-0.05244	-0.24417	0.04802	-0.01444	-0.07319	-0.01340	0.05323	0.03483	(And (Member $e0 have) (Theme $e0 $x0))
p200209	-0.01765	0.03435	0.00662	0.08677	0.10122	-0.04565	-0.12953	-0.04360	-0.02679	-0.02990	0.18235	-0.19180	0.01823	-0.18757	0.79736	0.00210	-0.08127	0.08815	-0.09068	-0.10081	-0.06678	0.00705	-0.02432	-0.04266	0.03068	-0.03314	-0.02086	0.13371	0.01051	0.92162	0.07811	-0.10600	-0.03256	-0.04192	-0.06823	0.01709	-0.18149	-0.12098	-0.12080	-0.13254	-0.01316	-0.04816	-0.01450	-0.00397	0.10127	-0.06310	0.00871	0.07019	0.04397	-0.16112	0.01471	-0.03363	0.02873	-0.02851	0.09859	0.03380	0.07570	0.00747	-0.04005	0.06004	-0.19982	0.01665	0.06315	0.02426	(And (Goal $e0 $x0) (Past $e0))
p200210	0.11436	0.15986	0.22224	0.01864	0.20960	0.04260	0.29834	-0.02871	0.05969	-0.01655	0.06634	-0.06455	-0.18593	-0.27689	0.12342	0.36042	-0.17536	-0.31379	0.09479	0.05304	-0.10326	-0.32000	0.03789	-0.28216	-0.19381	0.47866	-0.06608	0.12128	0.05163	-0.25720	-0.10369	-0.00985	-0.27223	0.00741	-0.20288	-0.18076	-0.12719	-0.24486	-0.10683	0.25309	0.44979	-0.11338	-0.04624	-0.07312	0.10381	0.80384	0.01029	0.30131	0.02010	0.01427	-0.06424	-0.12201	0.12945	-0.01624	0.16348	0.22692	-0.05420	-0.10655	-0.05014	-0.30873	-0.31191	-0.07399	0.36810	0.21310	(And (Ongoing $e0) (Past $e0))
p200214	-0.35569	-0.28695	0.03555	-0.07055	0.07247	0.01072	-0.01055	-0.03012	-0.06173	-0.05150	0.02362	0.26268	0.00573	-0.00077	-0.36368	0.26396	0.04020	-0.16716	0.04990	0.12741	0.37122	0.21075	-0.01743	0.12719	0.11404	0.18947	0.00388	-0.00975	0.22308	0.40161	-0.04859	-0.21332	0.23266	0.06198	0.03931	-0.14085	0.29794	-0.12174	0.56951	0.02991	0.01999	-0.14274	-0.02496	-0.08189	-0.03527	-0.23385	-0.03896	-0.22107	0.16391	-0.18556	-0.02676	-0.21078	0.12234	0.07811	0.15029	-0.27015	-0.00905	-0.11925	0.08959	0.02212	-0.09691	-0.00194	-0.15988	-0.06957	(And (Ongoing $e0) (Patient $e0 $x0))
p200233	0.22348	0.01605	-0.01341	-0.30873	-0.14283	0.05295	0.22513	-0.00850	-0.02452	0.00428	0.30604	-0.32474	-0.17328	0.06458	0.10351	0.14661	0.08178	-0.14079	0.04085	-0.23323	-0.01347	-0.02585	-0.00126	-0.04987	0.02079	-0.12622	-0.06372	0.07075	0.22774	-0.08609	0.11478	-0.00174	-0.00376	0.02480	-0.05081	-0.13913	-0.31012	-0.02014	0.07339	-0.06907	-0.24465	-0.04239	0.00651	-0.19793	0.05373	-0.10168	0.02773	-0.11338	0.09244	-0.11606	0.05835	0.12261	0.12065	-0.02179	1.29913	0.09077	-0.04086	-0.20739	-0.14002	-0.02446	1.13854	0.03509	-0.04430	-0.05695	(GroupOf $x0 person)
p200243	0.31175	-0.07100	0.45828	0.09952	-0.04437	-0.00034	0.17769	0.13266	-0.02845	-0.14114	-0.19268	-0.12797	-0.14741	0.12824	0.05185	0.06476	0.14243	0.40814	0.32351	0.11374	-0.03921	-0.01156	-0.00642	0.04565	0.04091	-0.09774	-0.32521	-0.23252	0.10876	0.03018	0.25450	0.06054	0.04452	0.05571	-0.07528	0.15866	0.03506	0.39458	-0.13546	0.06878	0.04479	0.44435	0.01409	0.22163	-0.14911	-0.16536	-0.04908	-0.14300	-0.00272	-0.10822	-0.07203	-0.06952	0.08168	0.50963	-0.04032	-0.65964	0.18521	-0.28023	-0.27424	-0.37056	0.04881	-0.21515	0.17925	-0.05519	(And (Agent $e0 $x0) (Location $e0 $x1))
p200248	0.77165	-0.09148	-0.16491	-0.31435	-0.13957	-0.08814	-0.02105	0.08556	-0.06535	0.16825	-0.00701	-0.23687	0.11604	0.38391	0.20192	0.22018	-0.29879	0.00552	-0.25139	1.26868	0.09527	0.31055	-0.06983	-0.10792	0.01454	-0.12618	-0.02385	0.05357	0.53352	-0.21824	0.04043	-0.12070	-0.43731	0.01758	0.04946	0.10644	-0.41712	-0.24044	-0.62520	-0.07608	0.05255	-0.19889	0.04623	-0.03534	-0.14184	-0.03763	0.03028	0.43872	-0.05969	-0.33576	0.05177	0.38559	0.49212	-0.14760	-0.00041	-0.08600	-0.23906	0.26183	-0.11093	-0.04590	-0.12316	-0.03383	0.03070	-0.11084	(Future $e0)
p200249	0.03024	-0.02341	-0.22127	0.04325	-0.23508	-0.02145	-0.20322	-0.07085	-0.00427	0.12608	-0.10912	0.06413	0.04366	0.05973	0.02559	-0.11653	-0.25448	-0.00626	-0.06732	-0.06730	0.00619	-0.09557	-0.01669	-0.15577	0.08150	0.00270	0.10328	-0.20051	-0.08642	-0.12283	0.03091	0.03203	-0.04562	0.01195	-0.07057	0.94537	0.70974	-0.14610	-0.01025	-0.07476	0.28376	0.24531	-0.00743	0.02439	0.06512	-0.00809	0.04206	0.52580	-0.06628	0.00548	0.04182	0.05147	-0.25471	-0.10575	0.64538	-0.09680	0.07384	-0.03322	-0.15823	0.04865	-0.38940	-0.00179	-0.03287	-0.08833	(Source $e0 $x0)
