pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200051	-0.06943	-0.39273	0.31511	-0.05006	-0.07779	0.06584	-0.43580	0.25188	-0.09422	-0.25782	-0.41887	0.27427	0.13409	-0.11774	-0.15929	-0.15610	-0.02370	-0.13522	0.03146	0.29853	0.24378	0.15005	1.05945	-0.54497	0.09229	0.01890	1.16193	-0.08440	-0.11051	-0.00756	0.04418	0.00472	-0.17914	-0.48729	0.17828	0.37458	-0.09528	0.16510	-0.01002	-0.07782	0.43978	0.21839	0.24321	0.03628	-0.15655	0.11967	-0.23109	0.18512	-0.23242	-0.04894	-0.06393	-0.01496	0.00012	-0.28152	0.14829	-0.01902	0.46586	-0.05014	0.27994	0.32570	-0.26620	-0.03769	-0.04281	-0.03907	(Location $e0 $x0)
p200075	-0.18914	-0.09463	0.13160	-0.01336	1.31562	0.09487	-0.33628	-0.04999	-0.08202	-0.05797	-0.03859	-0.15365	-0.00737	-0.00921	-0.12149	-0.20634	0.07367	-0.13764	0.07157	-0.01313	0.06203	-0.08651	-0.03980	-0.54140	0.78809	0.10767	-0.17819	0.18086	-0.04941	0.02004	-0.10020	-0.10137	0.11442	0.15659	0.04711	-0.14994	0.11026	-0.00345	-0.24652	0.01769	0.24492	-0.04890	0.05743	0.07513	-0.02077	0.07296	0.08624	0.03747	0.15978	0.10861	0.13871	0.06086	0.05886	-0.01348	-0.04535	0.20823	-0.15818	-0.09043	0.09214	-0.12305	-0.06445	-0.21665	0.05706	-0.01502	(And (Agent $e0 $x0) (Patient $e0 $x1))
p200080	-0.19840	-0.10707	-0.08367	0.00331	-0.15529	0.24122	-0.00515	-0.27911	-0.15830	0.07648	0.17834	-0.04401	0.01445	-0.17324	-0.37556	0.13448	0.03487	-0.13202	0.02065	0.69241	0.08340	-0.18928	0.11324	0.27347	0.14839	0.07048	-0.11484	0.05647	-0.19049	0.00293	-0.19249	0.02983	0.01483	-0.10906	-0.16890	-0.04885	-0.14963	0.13476	0.12868	0.45034	-0.21283	0.00586	0.27112	-0.00817	-0.04523	0.06331	-0.15020	0.13018	0.00053	-0.06691	-0.20621	-0.03896	-0.02075	-0.35677	0.29015	0.06688	-0.01938	0.58575	0.19529	0.01333	-0.07880	-0.23438	1.18009	0.01460	(Theme $e0 $e1)
p200083	-0.16000	-0.01348	1.52919	-0.01874	-0.01229	-0.08344	-0.16606	0.03129	-0.08687	0.09087	0.03533	-0.18468	0.16896	-0.11022	-0.14068	-0.12308	-0.02393	0.10468	-0.01106	0.08287	-0.16104	-0.14308	0.13074	0.47448	-0.07507	-0.03701	-0.08377	-0.33687	-0.24108	-0.00960	-0.07992	0.05718	0.15391	0.07244	-0.26782	-0.21226	0.08375	0.05784	0.03958	-0.02116	-0.07802	-0.14172	-0.10170	0.10402	1.67269	0.00412	-0.06475	0.05164	0.07534	0.00048	-0.13947	0.00767	-0.01677	0.12154	0.02415	-0.04193	-0.04906	0.03293	-0.04172	-0.24446	-0.24582	0.17867	-0.05119	0.04332	(LocatedIn $x0 $x1)
p200093	-0.06040	0.06000	0.02893	-0.04956	0.19046	-0.12542	0.09000	-0.00022	0.19266	0.03014	0.08026	-0.06769	0.08825	0.09666	0.08270	0.26745	-0.06209	-0.01107	-0.09173	0.03204	-0.13399	0.17699	-0.05705	0.26389	-0.18023	-0.03950	0.10709	-0.26344	-0.00414	-0.00105	-0.05126	0.00396	0.08922	0.19923	0.02499	0.14257	-0.10775	-0.00359	-0.06081	-0.06232	-0.12291	-0.18415	0.03608	-0.01856	-0.08526	2.03734	0.00694	0.12408	-0.13294	-0.01927	-0.17692	-0.01580	-0.03640	0.02250	-0.02437	-0.07794	-0.00758	-0.10884	-0.05127	-0.02812	-0.15275	-0.02554	0.03079	0.00487	(Cardinality $x0 <num>)
p200100	0.20403	0.08790	-0.06684	0.02374	0.29500	0.06304	0.19433	0.69732	-0.21296	-0.25634	-0.25918	-0.28975	0.18958	-0.24222	-0.01484	-0.01828	0.03204	0.22920	-0.02099	-0.00445	0.09701	0.08801	1.02248	0.16407	-0.10895	0.01720	-0.12408	0.01659	-0.29302	-0.05751	0.18518	0.07330	-0.27589	-0.33944	-0.10557	0.76296	-0.21258	-0.21916	0.10700	-0.21875	0.50271	0.05963	0.00773	-0.04309	-0.04312	-0.02412	0.12465	0.29246	-0.18326	-0.08681	-0.08602	-0.22976	-0.02138	-0.10521	-0.26472	-0.08279	-0.03735	0.21854	-0.14543	-0.07420	0.07105	0.14442	-0.05335	-0.02693	(And (Location $e0 $x0) (Past $e0))
p200105	0.19331	-0.08169	-0.02766	-0.02676	-0.21876	0.12892	-0.05229	-0.05496	-0.11978	-0.00066	0.23975	0.02784	-0.30097	0.16126	-0.13282	-0.00232	0.36126	-0.08819	-0.32454	-0.05846	-0.11994	0.12322	0.05471	0.06448	0.06658	0.03243	0.14825	0.08860	0.02980	0.01219	0.07743	0.87429	-0.37579	-0.04504	0.00361	-0.08039	-0.01498	-0.05237	-0.34791	0.16580	-0.16388	0.21930	-0.09930	-0.05955	0.03200	0.04768	0.15077	-0.01074	-0.04409	0.34967	0.13640	0.27473	-0.03681	0.03026	-0.12954	-0.06195	0.27822	-0.00714	0.05914	-0.10888	0.00326	-0.16643	0.03141	0.01210	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200112	0.11497	-0.09189	0.09200	-0.07278	-0.38192	-0.04369	-0.31404	0.09834	-0.21578	0.02110	0.00513	0.04880	-0.23673	0.15228	0.08445	-0.30018	0.09884	-0.00111	0.03409	-0.35319	-0.20390	0.07617	-0.15503	0.06267	0.57050	-0.03481	0.27722	0.04807	-0.04411	0.79580	0.09381	-0.11202	-0.12820	0.53150	-0.03076	-0.39714	-0.00363	-0.16335	0.56470	0.24030	0.22662	-0.07373	0.00807	0.05036	-0.13266	0.07284	-0.03234	0.11454	-0.02515	-0.09682	-0.06418	0.06367	0.01667	-0.00777	-0.08156	0.25965	-0.00597	-0.17115	0.20720	-0.19885	-0.00938	-0.10618	-0.21135	0.00564	(And (Agent $e0 $x0) (Ongoing $e0))
p200114	-0.43945	0.40894	-0.16717	-0.10873	0.01920	-0.14818	-0.18452	0.01898	-0.01126	-0.01193	-0.12182	-0.00803	-0.24124	0.12911	0.29443	-0.02734	-0.02214	0.08114	-0.06340	0.22051	0.40718	-0.07299	-0.06635	0.15583	0.06706	-0.04380	0.01018	-0.04725	0.01875	-0.03570	-0.08145	-0.07283	-0.08482	0.40589	-0.12185	0.20300	0.01319	0.16140	-0.05395	-0.07007	-0.11398	0.85876	0.23870	0.53519	0.04311	-0.06289	-0.16291	0.02553	0.28520	-0.08826	-0.42330	0.25737	-0.03907	-0.18112	0.05039	-0.21277	-0.13960	-0.31257	0.32359	-0.11407	-0.22007	0.19135	0.05207	-0.00677	(Member $x0 person)
p200128	0.24713	-0.03467	0.03042	0.01289	0.03646	0.11033	0.10930	-0.00791	0.16207	-0.09420	0.21748	0.01085	-0.10997	0.04870	-0.11392	0.13448	-0.02382	0.03247	0.04629	-0.13330	-0.19057	0.16715	0.13323	-0.12238	-0.02382	-0.00723	0.03631	0.28789	-0.24864	-0.01373	-0.16516	-0.00424	-0.21358	0.02431	0.03948	-0.13293	-0.10394	-0.05756	0.03622	-0.09391	-0.12378	0.04551	0.06682	1.69929	-0.00108	0.00480	0.11599	0.15792	-0.14345	-0.00768	0.02664	-0.07610	0.03763	-0.19207	-0.08397	-0.06692	0.03304	-0.06719	-0.33452	-0.02325	0.13525	-0.20859	0.04886	-0.00064	(Possession $x0 $x1)
p200133	0.00976	0.01656	-0.14162	-0.05617	0.05792	-0.05918	0.04705	0.09181	-0.00081	-0.00702	0.00549	0.15857	0.01408	-0.02067	-0.02070	0.04030	-0.04320	0.10223	-0.04522	0.02211	-0.03341	-0.07751	-0.01224	0.08128	-0.00563	0.02845	0.03072	-0.11174	0.05630	-0.03168	0.05399	0.04275	0.01102	0.06347	0.01463	-0.00663	-0.07183	-0.02009	0.00306	0.11479	-0.00563	0.00274	-0.05882	0.00445	0.11609	-0.04023	0.00947	-0.05677	-0.11705	-0.04693	-0.09981	0.00508	1.50413	0.07424	-0.05688	-0.06871	-0.03968	0.04654	0.06625	-0.06200	-0.09377	-0.10539	0.03253	0.01241	(Goal $e0 $x0)
p200137	-0.07299	-0.02765	0.01594	0.14350	0.95231	-0.07514	-0.11909	-0.09571	0.01507	-0.03438	-0.03914	-0.06114	0.00065	-0.09661	-0.01586	-0.06390	-0.02768	-0.01280	0.01494	0.16748	-0.00946	-0.13890	-0.00990	-0.14770	0.62955	-0.24747	-0.10201	0.04445	0.00991	0.01892	-0.13620	-0.10158	0.26739	-0.07350	0.06344	0.05642	0.06447	-0.12460	-0.34701	0.06613	0.03991	-0.13707	0.02423	0.09642	-0.01424	-0.03288	-0.06010	-0.04808	0.04311	0.25567	-0.11033	-0.02947	-0.03488	0.08701	0.01671	0.02362	0.01446	-0.06499	0.20583	-0.12586	0.00356	-0.18317	0.04455	-0.01166	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200160	-0.26574	-0.14252	-0.14576	0.05626	-0.16806	0.28699	0.02441	-0.21020	-0.26828	0.06798	0.15184	-0.28988	-0.00258	-0.06806	-0.31105	0.10661	0.01715	-0.20115	0.07807	0.45463	0.12380	0.05907	0.13640	0.35771	0.17892	-0.05402	-0.18421	0.18512	-0.14656	-0.01017	-0.16054	0.01052	0.00910	0.07770	-0.14082	-0.01835	-0.05065	0.09397	0.06444	0.17831	-0.07159	-0.18038	0.09542	-0.04141	0.05251	0.03010	-0.10018	0.18182	0.05886	-0.05138	-0.04263	0.00457	0.02261	-0.20080	0.25150	0.15872	0.02150	0.49203	0.03666	0.13643	0.15150	-0.26099	0.52086	-0.01498	(And (Past $e0) (Theme $e0 $e1))
p200163	-0.05827	0.01424	0.24961	-0.07996	-0.05237	-0.32025	0.69579	0.18777	-0.11354	-0.02072	0.11023	0.10110	-0.30430	-0.02718	0.39016	-0.31479	-0.04902	0.00252	-0.01807	-0.43479	0.20988	0.44642	-0.01764	0.00515	0.15270	0.01813	-0.20311	0.36141	-0.17180	-0.15298	-0.13567	0.10810	-0.32218	0.27705	0.09419	-0.41895	0.48384	-0.28522	0.05177	-0.13472	0.16225	-0.24438	0.02729	0.09209	-0.17056	0.00036	0.07009	0.17179	-0.45006	-0.10816	-0.04859	-0.27732	-0.01578	-0.07429	-0.35164	0.26242	-0.03075	0.04058	0.74201	-0.11032	-0.41215	0.08211	0.19793	0.58297	(And (Experiencer $e0 $x0) (Past $e0))
p200164	0.02299	0.08364	-0.07474	-0.03514	-0.12698	0.03798	0.07756	0.07641	-0.22089	-0.14937	-0.19128	0.01816	-0.09023	0.06391	-0.04585	0.25685	-0.03131	0.02387	-0.02082	0.01072	0.09173	0.22979	0.15858	0.06207	0.20801	-0.03562	-0.19191	-0.07899	-0.01534	0.03176	-0.07239	0.03956	-0.03430	-0.18893	0.09494	-0.20452	0.03830	0.03304	-0.00033	-0.40593	-0.04551	-0.15092	1.56049	0.02677	0.01947	0.00696	-0.05834	0.07166	-0.10833	0.04249	-0.11553	0.09834	-0.02759	1.45487	0.06106	-0.20813	-0.12629	0.13988	-0.15970	-0.08253	-0.35496	-0.47043	-0.04718	0.01385	(PartOf $x0 $x1)
p200178	-0.02665	0.05882	-0.00320	0.01646	0.00004	0.06292	-0.06207	-0.05152	0.16880	0.71103	0.11111	-0.07364	0.00717	-0.24660	-0.06898	0.00385	0.02479	0.09396	0.09260	-0.12934	0.05324	-0.12284	0.24401	0.13148	-0.01531	-0.02553	-0.09431	-0.12477	-0.06861	0.01237	0.05961	-0.03600	-0.11006	-0.00860	0.57758	-0.19197	0.01820	-0.08755	-0.00262	-0.09550	0.09025	0.07978	-0.01058	-0.03429	-0.05421	-0.03645	0.00901	0.05230	-0.03091	0.04526	-0.06506	0.12981	-0.00480	-0.04841	-0.01256	0.14978	-0.13844	-0.03352	-0.12001	-0.09170	-0.05110	-0.06283	0.02663	0.00940	(Member $e0 have)
p200192	0.00006	0.66686	-0.03880	-0.07659	-0.11716	0.73341	-0.09842	-0.08181	-0.20783	-0.10139	0.01922	0.18840	0.00783	-0.03690	-0.35506	0.05839	-0.01393	-0.04307	0.01118	0.01350	-0.08020	0.10516	-0.07391	-0.03742	0.03894	0.01775	0.16004	-0.11281	-0.03705	-0.00118	-0.21394	0.10061	0.31775	0.00320	0.15087	0.11233	0.05233	0.25909	0.04109	-0.23566	0.18133	-0.07378	-0.04559	0.02513	-0.00691	-0.00271	0.24053	-0.00724	-0.02941	0.03105	0.00178	-0.13233	-0.04755	0.04089	-0.31884	0.01745	-0.27936	0.05424	0.06482	-0.15987	0.09458	0.25155	-0.04131	0.07383	(Result $e0 $e1)
p200196	-0.01650	0.06100	0.00174	0.01946	-0.00076	0.05571	-0.05047	-0.04767	0.17206	0.68130	0.10672	-0.06968	0.00422	-0.23680	-0.05831	0.00323	0.02727	0.09485	0.10759	-0.12975	0.04618	-0.11509	0.23810	0.13543	-0.01602	-0.02161	-0.09071	-0.12718	-0.06618	0.01240	0.06244	-0.04790	-0.10891	-0.00212	0.56503	-0.18536	0.01846	-0.08250	0.00276	-0.10357	0.09010	0.08403	-0.01234	-0.03482	-0.05263	-0.03160	-0.00605	0.04652	-0.03325	0.04787	-0.05637	0.13182	-0.00326	-0.04457	-0.02858	0.14603	-0.13554	-0.04071	-0.12406	-0.08799	-0.04364	-0.06098	0.00411	0.01459	(And (Member $e0 have) (Theme $e0 $x0))
p200209	0.02047	0.00807	-0.10052	-0.05000	0.02569	-0.05046	0.03201	0.07090	-0.02925	-0.01179	0.00382	0.18975	0.00715	0.02247	-0.01783	0.08875	-0.04169	0.01868	-0.03663	0.04470	-0.00792	-0.01551	-0.00538	0.05766	0.01785	-0.04027	0.01248	-0.08861	0.05500	-0.00458	0.03343	-0.00759	0.02492	0.03872	0.02472	-0.00129	-0.06044	0.01778	-0.03935	0.03255	0.01738	0.00513	-0.05935	0.00821	0.08931	-0.02291	-0.01060	-0.05823	-0.10979	0.00245	-0.06876	0.06022	1.24352	0.06848	-0.02617	-0.06716	-0.03141	-0.03515	0.00990	-0.04030	-0.09785	-0.07130	-0.02087	0.00588	(And (Goal $e0 $x0) (Past $e0))
p200210	0.08227	0.36234	-0.22115	0.07413	0.00077	-0.12646	-0.01090	0.25762	0.12356	-0.15790	0.13915	-0.31070	-0.07702	-0.15811	0.29624	0.11230	0.03251	0.24927	-0.03554	-0.22571	0.12130	0.13288	-0.02211	-0.02702	-0.15593	-0.14321	-0.13111	0.25299	-0.20271	0.67599	0.03838	0.00031	-0.17532	-0.26491	0.17898	0.36961	0.09221	0.06667	-0.08707	-0.06324	-0.35755	0.15951	-0.07155	-0.19480	0.42954	-0.08799	0.19773	0.15577	-0.14731	0.22404	0.04688	-0.31367	0.00992	0.05348	-0.22873	0.06095	-0.29242	0.26876	0.22852	-0.09666	-0.16457	0.18049	0.24313	-0.10026	(And (Ongoing $e0) (Past $e0))
p200214	-0.01838	-0.01496	0.41076	0.00859	0.28221	0.09135	0.33493	-0.04423	-0.01050	0.03113	-0.19420	0.21787	0.15047	-0.15184	-0.14011	0.02786	0.02604	-0.13042	0.02746	0.05051	-0.05107	-0.10234	0.05103	-0.08089	-0.28863	0.49149	-0.25603	-0.05080	0.14485	0.41393	-0.11175	0.08785	0.03081	-0.04750	-0.11369	-0.11654	0.09415	-0.09238	-0.12655	-0.24239	0.34879	0.15587	0.06272	0.13085	-0.29028	0.05005	-0.14827	-0.24742	0.02246	-0.04343	0.24977	0.06365	0.00299	-0.10858	0.25253	0.06153	-0.12231	0.00125	-0.10550	0.16486	-0.15013	0.15388	-0.06717	-0.02624	(And (Ongoing $e0) (Patient $e0 $x0))
p200233	0.00663	-0.23248	-0.20457	-0.04449	0.12201	0.22723	-0.04678	-0.03362	-0.16644	0.00475	0.13194	0.06879	-0.12275	0.06800	-0.29806	-0.19817	0.01707	1.18899	-0.01499	0.20000	-0.30448	-0.44666	-0.07624	-0.33620	-0.19612	-0.06726	-0.09295	-0.01033	-0.03557	-0.01509	0.00254	0.00296	0.04101	0.28726	-0.00571	0.02845	0.04235	-0.11577	0.05801	0.02749	0.05444	0.10130	0.01252	0.06711	0.21683	0.06435	0.11275	-0.01380	0.08404	0.03095	0.11771	0.02965	-0.00075	0.10523	-0.14754	0.05609	-0.22368	-0.04301	0.24218	1.19845	-0.28470	-0.36099	-0.07371	0.02275	(GroupOf $x0 person)
p200243	-0.03865	-0.18510	0.28337	-0.06547	-0.20945	0.13129	-0.09446	-0.04974	-0.12265	-0.19777	0.01284	0.44102	0.17156	-0.16629	-0.09013	-0.36757	-0.00756	0.30437	0.09578	-0.14855	-0.22671	-0.13390	0.14595	-0.47435	0.14878	-0.05115	-0.29310	-0.17925	-0.29064	-0.04239	-0.13761	-0.11491	-0.10168	-0.14225	0.17707	0.15798	0.03930	0.00434	0.19603	0.52789	0.30700	0.31489	0.13700	-0.01421	-0.18181	0.12068	-0.00086	0.53447	0.14051	0.02053	-0.01324	0.10792	0.02914	-0.00726	-0.11829	-0.12546	0.52398	0.08951	0.41539	-0.39408	0.01040	0.14800	-0.08430	0.02720	(And (Agent $e0 $x0) (Location $e0 $x1))
p200248	0.00985	0.07731	0.20434	-0.10662	-0.28232	-0.39563	-0.28299	-0.13252	-0.33489	-0.30418	0.31952	-0.26828	-0.04969	-0.14187	0.91169	0.14324	-0.04172	0.18657	0.03124	0.93576	0.01397	-0.28403	-0.07583	0.03255	0.28676	-0.02364	0.07701	-0.01772	-0.37588	-0.08764	-0.05011	0.01059	0.19408	-0.10786	0.55999	0.08507	-0.36548	0.16615	0.12446	-0.24153	-0.21077	-0.08172	-0.27224	-0.03189	-0.26597	0.00137	0.05684	0.34897	0.06836	-0.01717	1.05431	-0.18987	0.06894	0.28273	-0.19017	-0.12784	0.01307	-0.15005	-0.02331	-0.09918	-0.13363	0.13110	-0.18070	0.02334	(Future $e0)
p200249	-0.08118	-0.36287	-0.22320	-0.02428	0.07023	1.01340	0.08560	0.06260	0.01888	0.04893	-0.14943	0.15956	0.09241	-0.02093	0.89908	-0.07921	-0.06101	-0.02440	-0.02248	-0.06930	0.03014	-0.07160	0.05451	0.05723	-0.02874	0.02327	-0.12022	-0.24053	-0.02161	-0.01314	0.38357	-0.01216	-0.18911	-0.05494	-0.10114	-0.02244	0.03851	0.07208	-0.01873	0.23752	-0.15136	0.03619	0.01502	0.01809	0.22813	-0.05655	-0.28119	-0.12520	-0.03041	-0.01125	-0.15305	0.05965	-0.05136	0.01117	0.44157	0.00248	0.07723	-0.16941	-0.18042	0.01191	-0.05718	-0.32274	-0.05366	-0.00207	(Source $e0 $x0)
