pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p200219	-0.10398	-0.03504	-0.14296	0.05018	-0.03621	0.06934	0.10350	-0.13153	-0.07638	0.22344	-0.17843	0.20333	0.14105	-0.13819	-0.03700	-0.08242	(Theme $e0 $e1)
p200237	-0.11160	0.25085	-0.10004	-0.04430	0.22037	-0.13769	0.08371	-0.13994	-0.14581	0.03252	0.14180	-0.06115	-0.05204	-0.06715	0.04650	0.00219	(Holder $e0 $x0)
p200249	-0.05992	-0.00235	-0.00982	-0.04127	0.20016	0.41457	-0.03378	-0.01378	-0.10731	-0.09866	-0.27996	-0.00366	0.06318	0.16926	-0.08151	-0.07236	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0) (Theme $e0 $x1))
p200250	-0.05991	-0.00233	-0.01007	-0.04134	0.20005	0.41446	-0.03364	-0.01355	-0.10743	-0.09868	-0.28001	-0.00353	0.06327	0.16936	-0.08149	-0.07221	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0))
p200251	-0.05987	-0.00224	-0.01079	-0.04153	0.19966	0.41412	-0.03328	-0.01279	-0.10777	-0.09875	-0.28021	-0.00314	0.06354	0.16967	-0.08148	-0.07177	(And (Agent $e0 $x0) (Member $e0 buy) (Theme $e0 $x1))
p200252	-0.05990	-0.00180	-0.01252	-0.04199	0.19854	0.41318	-0.03271	-0.01072	-0.10887	-0.09886	-0.28068	-0.00213	0.06417	0.17037	-0.08149	-0.07093	(And (Member $e0 buy) (Past $e0) (Theme $e0 $x0))
p200255	-0.05989	-0.00229	-0.01036	-0.04142	0.19988	0.41431	-0.03349	-0.01320	-0.10757	-0.09871	-0.28010	-0.00338	0.06339	0.16950	-0.08148	-0.07203	(And (Agent $e0 $x0) (Member $e0 buy))
p200256	-0.05991	-0.00233	-0.00998	-0.04132	0.20008	0.41450	-0.03370	-0.01363	-0.10739	-0.09867	-0.28000	-0.00357	0.06324	0.16933	-0.08150	-0.07227	(And (Member $e0 buy) (Past $e0))
p200257	-0.05992	-0.00234	-0.00989	-0.04129	0.20012	0.41455	-0.03375	-0.01372	-0.10734	-0.09867	-0.27997	-0.00362	0.06320	0.16929	-0.08150	-0.07232	(And (Member $e0 buy) (Theme $e0 $x0))
p200259	-0.05988	-0.00229	-0.01040	-0.04143	0.19988	0.41430	-0.03347	-0.01316	-0.10759	-0.09871	-0.28011	-0.00337	0.06339	0.16951	-0.08149	-0.07201	(Member $e0 buy)
p200266	0.30843	0.35531	0.00610	0.22881	-0.26042	0.13645	-0.18240	-0.06373	-0.27334	-0.01497	0.22739	0.05496	-0.06754	-0.10922	-0.15456	-0.08507	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0))
p200281	-0.11554	0.28549	-0.01105	0.00824	-0.19362	-0.10068	-0.08588	-0.12933	0.58081	-0.06713	-0.13884	0.01508	0.07986	0.08229	0.02128	-0.05018	(And (Location $e0 $x0) (Theme $e0 $x1))
p200282	0.19915	0.18112	-0.07193	0.02419	-0.13299	0.01497	-0.12720	0.05894	-0.16461	0.01187	0.14833	0.13628	-0.05890	-0.04964	-0.00918	-0.08267	(And (Member $x0 person) (Possession $x1 $x0))
p200283	-0.04488	0.09239	0.07430	-0.01157	-0.03683	-0.09172	0.07766	-0.01640	0.08200	-0.10316	-0.00704	0.07646	0.00698	0.01291	0.03317	-0.03006	(And (Might $e0) (Theme $e0 $x0))
p200288	0.06129	-0.00925	-0.04559	-0.03020	0.02643	0.01588	-0.01359	-0.02233	-0.05409	0.06676	-0.02120	-0.00744	-0.00338	-0.02049	0.01385	-0.01925	(Goal $e0 $x0)
p200289	0.01239	0.06254	-0.18131	-0.10981	-0.07950	-0.07436	0.02977	-0.06442	0.05197	0.31139	-0.06796	-0.02141	0.32943	-0.04509	0.02984	-0.00598	(Member $e0 work)
p200326	0.00134	0.02247	0.46913	0.08284	0.03261	-0.04508	-0.29140	-0.23158	-0.09247	0.35190	0.05080	-0.12203	-0.22117	0.15126	-0.03972	-0.15065	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1) (Theme $e0 $x2))
p200329	0.00032	0.02331	0.47209	0.08407	0.03324	-0.04365	-0.29463	-0.23582	-0.08976	0.35073	0.04861	-0.12034	-0.22195	0.15009	-0.03949	-0.15158	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1))
p200330	0.00119	0.02263	0.46957	0.08305	0.03269	-0.04485	-0.29199	-0.23215	-0.09192	0.35172	0.05017	-0.12160	-0.22137	0.15109	-0.03966	-0.15085	(And (Agent $e0 $x0) (Member $e0 give) (Theme $e0 $x1))
p200331	-0.03355	0.05000	0.09090	-0.00608	-0.08702	-0.06710	0.06893	0.00817	0.10823	-0.11123	-0.02723	0.08219	0.01375	0.02128	0.02384	-0.02977	(And (Agent $e0 $x0) (Might $e0) (Theme $e0 $x1))
p200332	0.00140	0.02240	0.46906	0.08281	0.03261	-0.04511	-0.29130	-0.23143	-0.09256	0.35195	0.05083	-0.12207	-0.22116	0.15129	-0.03973	-0.15063	(And (Member $e0 give) (Recipient $e0 $x0) (Theme $e0 $x1))
p200338	0.00098	0.02283	0.47024	0.08331	0.03281	-0.04455	-0.29265	-0.23305	-0.09133	0.35147	0.04970	-0.12123	-0.22155	0.15083	-0.03961	-0.15106	(And (Agent $e0 $x0) (Member $e0 give))
p200339	-0.11900	0.24728	-0.09082	-0.03976	0.21490	-0.13192	0.08280	-0.14442	-0.13788	0.03135	0.13791	-0.05249	-0.04806	-0.06577	0.05223	-0.00737	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200340	0.00088	0.02292	0.47045	0.08341	0.03286	-0.04444	-0.29295	-0.23340	-0.09110	0.35138	0.04950	-0.12111	-0.22162	0.15075	-0.03959	-0.15113	(And (Member $e0 give) (Recipient $e0 $x0))
p200341	0.00136	0.02243	0.46909	0.08282	0.03262	-0.04509	-0.29133	-0.23159	-0.09254	0.35192	0.05094	-0.12211	-0.22113	0.15127	-0.03974	-0.15061	(And (Member $e0 give) (Theme $e0 $x0))
p200350	0.01913	-0.01459	0.01373	0.05998	0.02392	-0.00852	0.00347	0.02807	0.00867	-0.01772	-0.04097	-0.02200	-0.02916	-0.01178	-0.05409	-0.00627	(Future $e0)
p200351	-0.07426	0.26700	0.00343	0.00045	-0.18944	-0.10648	-0.08885	-0.02248	0.42714	-0.09138	-0.12241	0.01215	0.04589	0.09692	0.03750	-0.04056	(Member $e0 discover)
p200352	0.00068	0.02306	0.47099	0.08363	0.03299	-0.04417	-0.29352	-0.23425	-0.09062	0.35117	0.04920	-0.12083	-0.22174	0.15053	-0.03956	-0.15127	(Member $e0 give)
p200353	-0.05885	0.15979	-0.16187	-0.04156	0.25707	0.07412	0.09705	-0.18730	-0.15948	0.07711	-0.08016	0.02350	-0.09191	0.15514	0.02129	0.09770	(Member $x0 depot)
p200354	-0.07337	-0.01979	0.02274	0.01576	-0.02380	-0.00385	0.06268	0.00408	-0.00911	-0.03431	0.00394	0.04893	-0.03061	-0.03714	-0.03258	-0.07185	(Member $x0 physician)
p200355	-0.09587	-0.00360	-0.00175	-0.03681	-0.06711	0.01562	0.04859	-0.00302	-0.02980	-0.03591	0.04765	0.04708	-0.02025	-0.02095	0.00304	-0.06996	(Source $e0 $x0)
p200377	-0.04508	0.18695	-0.02593	-0.02205	0.34319	0.03247	0.01644	-0.16209	-0.18265	0.09864	-0.07323	-0.00444	-0.08633	0.11836	0.00503	-0.03833	(And (Agent $e0 $x0) (Cardinality $x1 <num>) (Theme $e0 $x1))
p200400	-0.10682	-0.00260	-0.13244	0.06686	-0.02286	0.03695	0.10416	-0.09261	-0.16537	0.19579	-0.16254	0.18699	0.13866	-0.11665	-0.05284	-0.06509	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200401	0.04033	0.00694	-0.05861	-0.03566	-0.00589	-0.01120	-0.02450	0.00303	0.00278	0.08010	-0.04193	-0.02070	0.04728	-0.00723	0.00215	0.02033	(And (Experiencer $e0 $x0) (Location $e0 $x1))
p200402	-0.05537	-0.01398	-0.04030	0.09301	0.05984	-0.02153	0.09278	0.00721	-0.07916	0.03422	-0.06416	0.02125	-0.02521	-0.02942	-0.06444	-0.06042	(And (Member $e0 destroy) (Patient $e0 $x0))
p200403	-0.11049	0.04469	0.01383	-0.07945	-0.12217	-0.00325	0.01101	0.06030	-0.05392	-0.05051	0.03751	0.04208	0.00643	-0.03160	0.11392	-0.09326	(And (Possession $x0 $x1) (Theme $e0 $x0))
p200409	-0.01836	0.05479	-0.01604	-0.01135	-0.03680	0.00234	-0.03834	0.00216	-0.06737	0.01934	0.00315	-0.01606	-0.01052	-0.03009	0.11467	-0.01056	(Before $e0 $e1)
p200410	-0.08476	0.00250	0.04895	-0.01128	-0.06480	-0.00277	0.05354	0.01183	0.00027	-0.04871	0.02114	0.05672	-0.03101	-0.05346	-0.01770	-0.08156	(Member $e0 decide)
p200411	-0.05541	-0.01403	-0.04032	0.09299	0.05992	-0.02152	0.09275	0.00712	-0.07920	0.03423	-0.06407	0.02123	-0.02513	-0.02943	-0.06444	-0.06038	(Member $e0 destroy)
p200412	-0.08539	-0.00305	0.03177	-0.01624	-0.05418	0.00144	0.04741	0.00456	-0.00881	-0.03986	0.02231	0.06088	-0.02843	-0.05486	-0.01647	-0.07403	(Member $x0 board)
p200413	-0.00821	0.08776	0.21735	-0.01333	0.16385	0.04321	-0.18197	0.26057	-0.07935	-0.11429	-0.21891	0.01359	0.23446	-0.13663	-0.05163	-0.06759	(Member $x0 hall)
p200414	-0.02987	0.10312	0.35417	0.01731	0.18655	0.03056	-0.24492	0.20296	-0.13537	-0.05713	-0.17982	-0.01716	0.14406	-0.09535	-0.05691	-0.10033	(Member $x0 school)
p200470	-0.09558	-0.00990	0.04141	-0.01380	-0.06562	-0.00408	0.06848	0.00753	0.00191	-0.04931	0.02312	0.07189	-0.03174	-0.03793	-0.01262	-0.08412	(And (Agent $e0 $x0) (Member $e0 answer) (Theme $e0 $x1))
p200471	-0.02161	-0.04932	-0.10128	-0.04397	0.08928	-0.09570	-0.12613	-0.00132	-0.11274	-0.05129	-0.06345	0.32797	0.09003	0.07282	0.00350	0.47734	(And (Agent $e0 $x0) (Member $e0 teach) (Recipient $e0 $x1))
p200480	0.35563	-0.15772	0.10336	-0.05293	0.10457	-0.04082	0.27380	-0.01487	0.02675	-0.07492	-0.09429	0.07942	0.07586	0.10399	0.15135	-0.07553	(And (Agent $e0 $x0) (Cardinality $x0 <num>))
p200481	-0.09553	-0.00981	0.04112	-0.01391	-0.06586	-0.00443	0.06882	0.00853	0.00189	-0.04919	0.02271	0.07182	-0.03176	-0.03779	-0.01253	-0.08417	(And (Agent $e0 $x0) (Member $e0 answer))
p200482	-0.08859	0.00459	0.04898	-0.01025	-0.06648	-0.00330	0.05509	0.01136	-0.00221	-0.04766	0.02116	0.05912	-0.02981	-0.05278	-0.01574	-0.08300	(And (Agent $e0 $x0) (Member $e0 decide))
p200483	-0.02158	-0.04979	-0.10124	-0.04408	0.09024	-0.09588	-0.12652	-0.00138	-0.11294	-0.05138	-0.06358	0.32798	0.09030	0.07351	0.00362	0.47759	(And (Agent $e0 $x0) (Member $e0 teach))
p200484	-0.01554	0.08844	-0.07705	-0.03987	0.11600	-0.05946	0.06222	-0.06987	-0.10718	0.05131	0.05269	-0.01725	-0.02024	-0.02445	0.04290	-0.01036	(And (Cardinality $x0 <num>) (GroupOf $x0 child))
p200486	-0.09558	-0.00989	0.04139	-0.01381	-0.06564	-0.00410	0.06852	0.00759	0.00192	-0.04930	0.02308	0.07187	-0.03175	-0.03792	-0.01261	-0.08412	(And (Member $e0 answer) (Theme $e0 $x0))
p200487	-0.05636	-0.34277	-0.06579	0.01977	0.31024	0.13432	-0.07180	0.17392	0.39604	0.17694	0.10853	0.26637	-0.24349	-0.14883	0.15986	-0.14560	(And (Member $e0 build) (Patient $e0 $x0))
p200488	-0.08360	0.06641	-0.00572	-0.01395	0.10483	-0.08289	-0.08050	-0.11693	-0.11380	0.05897	0.06243	0.09298	-0.03891	0.04956	-0.00680	0.18520	(And (Member $e0 lend) (Theme $e0 $x0))
p200489	-0.02157	-0.04994	-0.10122	-0.04412	0.09052	-0.09596	-0.12664	-0.00134	-0.11301	-0.05142	-0.06363	0.32798	0.09040	0.07372	0.00366	0.47765	(And (Member $e0 teach) (Recipient $e0 $x0))
p200490	-0.10320	0.00101	0.00331	-0.03335	-0.07066	0.01645	0.05132	-0.00609	-0.02970	-0.03601	0.04984	0.04280	-0.01796	-0.01899	0.00697	-0.06941	(And (Source $e0 $x0) (Theme $e0 $x1))
p200498	-0.08231	0.07738	0.09930	-0.01188	-0.22295	0.15095	0.27205	0.07664	0.10043	0.06960	0.08332	-0.16590	-0.09604	-0.09931	-0.03403	0.24750	(Can $e0)
p200499	-0.09558	-0.00990	0.04139	-0.01381	-0.06564	-0.00411	0.06851	0.00761	0.00192	-0.04930	0.02309	0.07188	-0.03175	-0.03792	-0.01261	-0.08412	(Member $e0 answer)
p200500	-0.05637	-0.34354	-0.06588	0.01963	0.31049	0.13427	-0.07124	0.17446	0.39613	0.17687	0.10861	0.26620	-0.24303	-0.14874	0.15988	-0.14537	(Member $e0 build)
p200501	-0.08343	0.06645	-0.00499	-0.01371	0.10505	-0.08261	-0.08084	-0.11764	-0.11325	0.05875	0.06267	0.09259	-0.03913	0.04951	-0.00691	0.18465	(Member $e0 lend)
p200502	-0.06543	0.20100	-0.09005	-0.03449	0.23311	-0.12135	0.05344	-0.11513	-0.13480	0.03684	0.10430	-0.02990	-0.04091	-0.04779	0.03522	-0.00039	(Member $e0 require)
p200503	-0.02157	-0.04993	-0.10122	-0.04412	0.09050	-0.09595	-0.12664	-0.00134	-0.11300	-0.05142	-0.06362	0.32798	0.09039	0.07371	0.00366	0.47764	(Member $e0 teach)
p200504	-0.01739	-0.11005	-0.03023	-0.03005	-0.04384	0.20911	-0.02359	-0.04686	0.01789	-0.03386	-0.04034	-0.01927	-0.00186	0.11341	-0.03340	0.00090	(Member $x0 crate)
p200525	-0.04099	0.15945	-0.12877	-0.05285	0.32483	0.07204	0.11186	-0.12311	-0.15778	0.03248	-0.07954	-0.01568	-0.03732	0.08650	0.05078	-0.01702	(And (Cardinality $x0 <num>) (Past $e0) (Theme $e0 $x0))
p200550	-0.09138	0.00711	0.05047	-0.00913	-0.06707	-0.00407	0.05504	0.01220	-0.00213	-0.04893	0.01998	0.05749	-0.02751	-0.05049	-0.01303	-0.07679	(And (Agent $e0 $x0) (Member $e0 decide) (Theme $e0 $x1))
p200551	-0.07698	0.06945	-0.00760	-0.01132	0.09221	-0.08047	-0.07164	-0.10629	-0.11065	0.05642	0.05284	0.09249	-0.03530	0.04928	-0.00772	0.18979	(And (Agent $e0 $x0) (Member $e0 lend) (Theme $e0 $x1))
p200558	-0.06076	-0.01117	-0.01527	0.05847	0.03514	-0.02034	0.06628	0.01758	-0.05431	0.00004	-0.03564	0.02971	-0.02622	-0.02474	-0.04625	-0.06011	(And (Agent $e0 $x0) (Member $e0 cancel))
p200559	-0.07688	0.06946	-0.00687	-0.01109	0.09248	-0.08015	-0.07199	-0.10717	-0.11015	0.05624	0.05314	0.09213	-0.03552	0.04918	-0.00782	0.18926	(And (Agent $e0 $x0) (Member $e0 lend))
p200560	-0.09224	0.00136	0.03182	-0.01402	-0.05723	0.00047	0.04987	0.00282	-0.01394	-0.03760	0.02221	0.06563	-0.02590	-0.05305	-0.01256	-0.07600	(And (Agent $e0 $x0) (Member $x0 board))
p200561	-0.08485	-0.00577	-0.00152	-0.02676	-0.05921	0.01225	0.05320	-0.00047	-0.02921	-0.03113	0.03349	0.05389	-0.01650	-0.01318	-0.00495	-0.06327	(And (Agent $e0 $x0) (Source $e0 $x1))
p200562	0.03022	0.07257	-0.18795	-0.09239	-0.07332	-0.08035	0.03254	-0.03569	0.03513	0.31721	-0.09955	-0.01058	0.32293	-0.02890	0.00669	0.00406	(And (Location $e0 $x0) (Member $e0 work))
p200563	-0.09151	0.00718	0.05074	-0.00892	-0.06672	-0.00339	0.05474	0.01029	-0.00225	-0.04885	0.02042	0.05761	-0.02761	-0.05078	-0.01313	-0.07663	(And (Member $e0 decide) (Theme $e0 $x0))
p200564	-0.08266	0.25796	0.02779	0.01341	-0.18073	-0.09421	-0.07456	-0.03142	0.43506	-0.12508	-0.10648	0.01877	0.01126	0.09640	0.03903	-0.05114	(And (Member $e0 discover) (Theme $e0 $x0))
p200573	-0.06393	0.00366	-0.06672	0.12078	-0.00777	0.02709	0.06695	-0.05487	-0.09837	0.12465	-0.16230	0.09698	0.11686	-0.07427	-0.06576	0.01700	(Member $e0 begin)
p200574	-0.06069	-0.01107	-0.01530	0.05850	0.03509	-0.02038	0.06636	0.01771	-0.05443	0.00007	-0.03581	0.02977	-0.02633	-0.02472	-0.04625	-0.06017	(Member $e0 cancel)
p200575	0.02361	0.01198	-0.06147	-0.03564	-0.01758	-0.02430	-0.02918	0.00768	0.00385	0.08767	-0.03580	-0.02085	0.09315	-0.00480	-0.00590	0.02539	(Member $x0 ledger)
p200620	-0.01855	0.10350	0.32114	0.01993	0.16423	0.01638	-0.22920	0.21780	-0.13203	-0.04166	-0.17524	-0.01984	0.14122	-0.07462	-0.06213	-0.09652	(And (Agent $e0 $x0) (Member $x0 school) (Theme $e0 $x1))
p200621	0.64738	0.44247	-0.13417	0.14938	-0.23240	-0.02811	-0.26861	0.10741	-0.32446	-0.01342	0.26199	0.37632	-0.12867	-0.06383	-0.13387	-0.14258	(And (Agent $e0 $x0) (Member $x1 person) (Possession $x0 $x1))
p200661	0.18137	-0.10166	0.12002	-0.03166	-0.00187	-0.04968	0.17464	0.02982	0.03657	-0.08878	-0.03935	0.06333	0.04879	0.05121	0.09946	-0.07056	(And (Agent $e0 $x0) (Member $e0 abandon) (Theme $e0 $x1))
p200662	-0.03681	-0.01166	-0.02471	0.07047	0.04097	-0.01856	0.07214	0.01424	-0.04835	0.01470	-0.03958	0.00324	-0.02053	-0.01442	-0.04926	-0.04213	(And (Agent $e0 $x0) (Member $e0 destroy) (Patient $e0 $x1))
p200663	-0.07741	-0.01120	0.03269	-0.01169	-0.04868	0.00082	0.05035	0.00028	-0.00107	-0.03978	0.02136	0.05882	-0.02328	-0.03390	-0.01065	-0.06687	(And (Agent $e0 $x0) (Member $e0 reject) (Theme $e0 $x1))
p200664	-0.03422	-0.08485	-0.01170	0.17519	0.06699	-0.09954	0.10267	0.03471	0.07021	-0.11840	0.10693	-0.11474	0.09120	0.16779	-0.11190	0.05841	(And (Agent $e0 $x0) (Member $e0 repair) (Patient $e0 $x1))
p200665	-0.08820	-0.00304	0.00337	-0.02443	-0.06106	0.01335	0.05367	-0.00266	-0.02684	-0.03235	0.03560	0.04747	-0.01539	-0.01173	-0.00298	-0.06122	(And (Agent $e0 $x0) (Source $e0 $x1) (Theme $e0 $x2))
p200675	0.18119	-0.10160	0.12018	-0.03154	-0.00178	-0.04958	0.17469	0.02889	0.03685	-0.08893	-0.03875	0.06325	0.04897	0.05098	0.09945	-0.07031	(And (Agent $e0 $x0) (Member $e0 abandon))
p200676	-0.03686	-0.01171	-0.02472	0.07045	0.04102	-0.01854	0.07209	0.01415	-0.04836	0.01470	-0.03950	0.00322	-0.02046	-0.01443	-0.04926	-0.04209	(And (Agent $e0 $x0) (Member $e0 destroy))
p200677	-0.07741	-0.01118	0.03276	-0.01166	-0.04867	0.00089	0.05027	0.00011	-0.00108	-0.03981	0.02141	0.05884	-0.02328	-0.03393	-0.01067	-0.06686	(And (Agent $e0 $x0) (Member $e0 reject))
p200678	-0.03414	-0.08480	-0.01171	0.17520	0.06698	-0.09959	0.10263	0.03474	0.07020	-0.11836	0.10689	-0.11475	0.09118	0.16786	-0.11189	0.05837	(And (Agent $e0 $x0) (Member $e0 repair))
p200679	-0.06742	-0.01197	0.02202	0.01043	-0.02590	-0.00255	0.05158	0.00137	-0.01010	-0.02844	0.00594	0.04589	-0.02320	-0.03065	-0.02118	-0.06148	(And (Agent $e0 $x0) (Member $x0 physician))
p200680	-0.01838	0.10349	0.32108	0.01992	0.16426	0.01634	-0.22923	0.21800	-0.13206	-0.04175	-0.17541	-0.01975	0.14124	-0.07456	-0.06214	-0.09649	(And (Agent $e0 $x0) (Member $x0 school))
p200681	0.64686	0.44171	-0.13323	0.14966	-0.23201	-0.02736	-0.26863	0.10610	-0.32342	-0.01424	0.26265	0.37615	-0.12849	-0.06431	-0.13399	-0.14269	(And (Agent $e0 $x0) (Possession $x0 $x1))
p200682	-0.09026	0.08304	0.09854	-0.00954	-0.22647	0.14872	0.27393	0.07541	0.09287	0.07127	0.08230	-0.15976	-0.09323	-0.09807	-0.02997	0.24438	(And (Can $e0) (Theme $e0 $x0))
p200683	-0.06143	0.20103	-0.08177	-0.02698	0.17786	-0.10851	0.05753	-0.09349	-0.12058	0.03444	0.08247	-0.03652	-0.03582	-0.04194	0.03408	0.00745	(And (Holder $e0 $x0) (Member $e0 require))
p200684	0.01967	0.01746	-0.07114	-0.03993	-0.02393	-0.02865	-0.02891	0.00555	0.00042	0.10397	-0.04027	-0.02135	0.11299	-0.00600	-0.00396	0.02670	(And (Location $e0 $x0) (Member $x0 ledger))
p200685	0.18131	-0.10166	0.12008	-0.03163	-0.00184	-0.04964	0.17466	0.02952	0.03668	-0.08884	-0.03914	0.06330	0.04885	0.05113	0.09946	-0.07048	(And (Member $e0 abandon) (Theme $e0 $x0))
p200686	-0.07006	0.09510	-0.04782	-0.03667	0.09956	-0.05705	0.04562	-0.08496	-0.06825	0.01390	0.08854	-0.02808	-0.01787	-0.03285	0.05535	-0.00255	(And (Member $e0 have) (Theme $e0 $x0))
