pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p200071	-0.30718	0.10418	0.04409	-0.09093	0.04424	0.47743	0.11506	0.62211	0.20000	0.01965	0.02803	0.00875	-0.11376	0.08981	-0.18987	-0.00291	(Recipient $e0 $x0)
p200073	0.02711	0.26442	0.27831	0.38161	-0.31284	-0.17676	0.31792	0.03304	-0.01422	-0.07337	0.46912	0.00449	0.19431	0.02207	-0.25226	0.08209	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $x1))
p200076	-0.03896	0.05792	0.03230	0.09905	0.16923	-0.12498	-0.08703	0.15968	-0.04815	0.03998	-0.07062	0.03857	0.04134	-0.12797	-0.05981	0.06114	(Experiencer $e0 $x0)
p200089	0.13223	-0.16968	0.14943	-0.04509	0.02627	0.06828	-0.01046	-0.18831	-0.13344	0.06475	0.02087	-0.00262	-0.16241	0.26807	-0.15818	-0.02052	(Possession $x0 $x1)
p200091	-0.25203	-0.01926	0.03372	-0.14939	0.13793	0.40281	0.19953	0.52463	0.22256	0.00618	0.02859	-0.03705	-0.15579	-0.04300	-0.13548	-0.05794	(And (Recipient $e0 $x0) (Theme $e0 $x1))
p200099	-0.32297	0.05066	0.02494	-0.07651	0.04189	0.52423	0.07504	0.59966	0.13052	0.01586	0.06019	0.00741	-0.08925	0.11949	-0.17666	0.12272	(And (Agent $e0 $x0) (Recipient $e0 $x1))
p200103	0.03221	-0.01725	-0.07505	-0.04882	-0.09265	0.00269	-0.04062	0.02167	-0.00043	-0.00889	-0.06530	-0.09199	0.15625	0.16059	0.05638	-0.07364	(Might $e0)
p200125	-0.26782	-0.24072	0.18296	0.11196	0.63917	-0.15838	-0.32164	0.08614	0.07451	-0.30045	0.06059	-0.01617	0.67971	0.08903	0.25574	-0.31322	(And (Agent $e0 $x0) (Location $e0 $x1))
p200136	-0.27263	-0.04256	0.00832	-0.13327	0.14201	0.45046	0.15828	0.50051	0.15136	-0.00009	0.05790	-0.02988	-0.14317	-0.01995	-0.13370	0.08483	(And (Agent $e0 $x0) (Recipient $e0 $x1) (Theme $e0 $x2))
p200147	-0.03816	-0.15781	-0.06512	0.15944	0.09914	-0.07852	0.07228	-0.00875	0.71179	-0.11265	0.09802	-0.26698	-0.23858	-0.03123	0.02498	-0.18832	(And (Cardinality $x0 <num>) (Theme $e0 $x0))
p200159	-0.24504	0.61716	-0.42913	-0.39151	0.20816	0.02406	0.16108	-0.31170	0.25034	0.30565	0.14651	0.16777	0.06764	-0.12669	0.48671	0.03904	(And (Agent $e0 $x0) (Past $e0) (Patient $e0 $x1))
p200170	0.04855	-0.02467	-0.06978	-0.07100	-0.12728	0.03492	-0.02396	0.00894	-0.03638	0.02088	-0.05558	-0.03796	0.15360	0.18208	0.02577	-0.06789	(And (Agent $e0 $x0) (Might $e0))
p200191	0.53845	-0.63411	-0.27702	-0.09767	0.31269	0.21481	-0.47547	0.00659	0.03250	0.47702	0.42634	0.05488	-0.24067	-0.03875	-0.34327	0.15823	(And (Agent $e0 $x0) (Member $x0 person))
p200205	-0.01675	0.03179	-0.03398	0.03304	-0.04672	0.04392	-0.14465	0.04886	0.31063	0.04105	-0.05140	0.02980	-0.04317	0.15643	-0.05083	-0.06975	(GroupOf $x0 child)
p200219	-0.24295	-0.14979	0.30255	0.04320	0.12958	-0.01897	-0.06558	-0.11035	-0.10721	-0.34949	0.12949	-0.10907	0.04503	0.23363	0.17645	-0.07718	(Theme $e0 $e1)
p200237	0.05079	-0.03271	-0.09005	0.00411	0.04225	-0.02035	-0.07522	-0.05309	0.32413	0.00330	-0.03372	-0.01550	-0.07343	-0.04555	0.02623	-0.16015	(Holder $e0 $x0)
p200249	-0.04286	-0.12332	-0.03679	0.40616	-0.18407	-0.12013	0.23152	0.03052	0.05666	0.09345	0.13728	-0.00058	0.16794	0.05581	-0.10713	0.16945	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0) (Theme $e0 $x1))
p200250	-0.04263	-0.12331	-0.03709	0.40600	-0.18424	-0.11958	0.23157	0.02973	0.05671	0.09382	0.13701	-0.00013	0.16803	0.05577	-0.10718	0.16955	(And (Agent $e0 $x0) (Member $e0 buy) (Past $e0))
p200251	-0.04264	-0.12332	-0.03709	0.40601	-0.18425	-0.11959	0.23156	0.02975	0.05671	0.09382	0.13701	-0.00013	0.16803	0.05578	-0.10718	0.16955	(And (Agent $e0 $x0) (Member $e0 buy) (Theme $e0 $x1))
p200252	-0.04250	-0.12332	-0.03727	0.40593	-0.18436	-0.11929	0.23158	0.02935	0.05674	0.09405	0.13687	0.00014	0.16808	0.05575	-0.10724	0.16967	(And (Member $e0 buy) (Past $e0) (Theme $e0 $x0))
p200255	-0.04254	-0.12332	-0.03721	0.40595	-0.18433	-0.11940	0.23157	0.02949	0.05672	0.09398	0.13691	0.00005	0.16806	0.05577	-0.10722	0.16962	(And (Agent $e0 $x0) (Member $e0 buy))
p200256	-0.04249	-0.12332	-0.03728	0.40592	-0.18436	-0.11929	0.23158	0.02933	0.05674	0.09406	0.13686	0.00015	0.16808	0.05575	-0.10724	0.16967	(And (Member $e0 buy) (Past $e0))
p200257	-0.04278	-0.12332	-0.03689	0.40610	-0.18413	-0.11995	0.23154	0.03026	0.05668	0.09357	0.13720	-0.00043	0.16797	0.05580	-0.10715	0.16947	(And (Member $e0 buy) (Theme $e0 $x0))
p200259	-0.04261	-0.12332	-0.03712	0.40599	-0.18428	-0.11955	0.23157	0.02969	0.05671	0.09386	0.13699	-0.00008	0.16804	0.05578	-0.10720	0.16957	(Member $e0 buy)
p200266	0.42284	-0.41779	-0.21975	-0.07929	0.27238	0.10873	-0.31857	0.02268	0.03014	0.39093	0.30568	0.05118	-0.23153	-0.02241	-0.29468	0.14482	(And (Agent $e0 $x0) (Member $x0 person) (Past $e0))
p200281	0.05730	0.07502	-0.05035	-0.03950	0.22150	0.02785	-0.11089	-0.06080	0.12838	0.00173	-0.07063	-0.01593	0.26236	-0.17532	0.00926	-0.16294	(And (Location $e0 $x0) (Theme $e0 $x1))
p200282	0.12472	-0.15656	0.11711	0.01442	0.08780	0.01509	-0.03759	-0.09225	-0.08715	0.04139	0.04129	0.04239	-0.18838	0.26032	-0.16087	0.03793	(And (Member $x0 person) (Possession $x1 $x0))
p200283	0.10375	-0.00313	-0.08834	-0.08478	-0.09000	0.01869	0.00604	-0.01210	0.04648	0.05208	-0.07509	-0.05499	0.10288	0.06619	0.03800	-0.16135	(And (Might $e0) (Theme $e0 $x0))
p200288	0.00221	-0.02955	-0.00415	0.02601	0.03697	-0.04079	-0.02518	0.01438	0.02481	0.00989	-0.02312	0.02076	-0.04250	0.03014	-0.03355	0.00519	(Goal $e0 $x0)
p200289	-0.07975	-0.01014	0.03939	0.16631	0.27010	-0.12306	-0.11516	0.15684	-0.02459	-0.06614	-0.07497	0.05440	0.31035	-0.00314	-0.00424	-0.10802	(Member $e0 work)
p200326	-0.15239	-0.11389	0.05318	-0.11158	0.35934	0.28402	0.26193	0.26788	-0.07741	-0.07988	0.09113	-0.08508	-0.16884	-0.34618	-0.05261	0.12335	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1) (Theme $e0 $x2))
p200329	-0.15356	-0.11389	0.05390	-0.11095	0.35909	0.28441	0.26163	0.26793	-0.07771	-0.08037	0.09141	-0.08608	-0.16857	-0.34554	-0.05271	0.12428	(And (Agent $e0 $x0) (Member $e0 give) (Recipient $e0 $x1))
p200330	-0.15375	-0.11389	0.05401	-0.11084	0.35906	0.28444	0.26159	0.26797	-0.07777	-0.08044	0.09145	-0.08630	-0.16853	-0.34544	-0.05272	0.12440	(And (Agent $e0 $x0) (Member $e0 give) (Theme $e0 $x1))
p200331	0.09817	0.00349	-0.07670	-0.08467	-0.09701	0.02282	0.01583	-0.00696	-0.00215	0.05161	-0.07137	-0.04686	0.11149	0.07074	0.03203	-0.14253	(And (Agent $e0 $x0) (Might $e0) (Theme $e0 $x1))
p200332	-0.15329	-0.11389	0.05372	-0.11110	0.35915	0.28433	0.26171	0.26791	-0.07764	-0.08024	0.09134	-0.08577	-0.16864	-0.34569	-0.05269	0.12407	(And (Member $e0 give) (Recipient $e0 $x0) (Theme $e0 $x1))
p200338	-0.15250	-0.11389	0.05325	-0.11152	0.35932	0.28405	0.26191	0.26789	-0.07744	-0.07993	0.09116	-0.08516	-0.16883	-0.34611	-0.05262	0.12345	(And (Agent $e0 $x0) (Member $e0 give))
p200339	0.04851	-0.03569	-0.07843	0.00097	0.03683	-0.01267	-0.06848	-0.05741	0.30461	0.00387	-0.03184	-0.02516	-0.06337	-0.04058	0.03232	-0.17422	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200340	-0.15378	-0.11389	0.05403	-0.11082	0.35905	0.28446	0.26158	0.26797	-0.07777	-0.08045	0.09146	-0.08633	-0.16852	-0.34542	-0.05272	0.12442	(And (Member $e0 give) (Recipient $e0 $x0))
p200341	-0.15340	-0.11389	0.05379	-0.11104	0.35913	0.28436	0.26168	0.26792	-0.07767	-0.08029	0.09137	-0.08590	-0.16861	-0.34563	-0.05270	0.12416	(And (Member $e0 give) (Theme $e0 $x0))
p200350	-0.03918	-0.03771	0.01948	0.01447	-0.01545	-0.03652	0.00516	0.00158	-0.04360	-0.06353	0.00958	-0.08709	-0.03397	0.04236	0.05034	0.03955	(Future $e0)
p200351	0.08192	0.09172	-0.04859	-0.07155	0.12405	0.02415	-0.05267	-0.03783	0.06473	0.05375	-0.07416	-0.03200	0.21648	-0.15400	-0.02060	-0.10573	(Member $e0 discover)
p200352	-0.15318	-0.11388	0.05366	-0.11116	0.35918	0.28430	0.26174	0.26790	-0.07761	-0.08020	0.09132	-0.08571	-0.16866	-0.34575	-0.05268	0.12400	(Member $e0 give)
p200353	-0.08661	-0.09056	-0.01604	0.16930	-0.04180	-0.11130	0.12976	0.05719	0.24272	-0.07312	0.13771	-0.17261	-0.13710	0.07591	-0.00958	-0.14036	(Member $x0 depot)
p200354	-0.00488	-0.02668	-0.01896	-0.06393	-0.05563	0.02838	0.03478	-0.07298	-0.04789	-0.02324	0.02350	-0.07372	0.02227	0.02228	0.01967	-0.02109	(Member $x0 physician)
p200355	0.03236	0.01942	-0.00069	-0.07532	-0.06998	0.03469	0.02917	-0.07869	-0.03171	0.01714	-0.00047	-0.04383	0.03549	0.01239	-0.02358	-0.10239	(Source $e0 $x0)
p200377	-0.06910	-0.12138	-0.01105	0.15084	0.02983	-0.02703	0.14278	0.04087	0.25749	-0.09141	0.13559	-0.17634	-0.13886	0.01208	-0.02052	0.02071	(And (Agent $e0 $x0) (Cardinality $x1 <num>) (Theme $e0 $x1))
p200400	-0.22190	-0.14878	0.27162	0.03580	0.10689	-0.01538	-0.04854	-0.10006	-0.10110	-0.32924	0.13363	-0.11754	0.02327	0.22329	0.18341	-0.06652	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200401	-0.01301	0.02622	-0.00644	0.02876	0.10779	-0.04832	-0.02393	0.04939	0.00897	-0.02439	-0.01485	0.03715	0.01876	-0.05863	-0.01678	0.01456	(And (Experiencer $e0 $x0) (Location $e0 $x1))
p200402	-0.10128	-0.08619	0.05245	-0.02334	-0.03826	0.00093	-0.01118	-0.04016	-0.05502	-0.13376	0.12224	-0.13644	-0.03861	0.07482	0.09136	0.10186	(And (Member $e0 destroy) (Patient $e0 $x0))
p200403	0.04449	0.01075	0.09157	-0.06985	-0.06843	0.04888	0.06166	-0.12260	-0.02500	0.03108	-0.08049	-0.03786	0.02413	0.03367	-0.02722	-0.15233	(And (Possession $x0 $x1) (Theme $e0 $x0))
p200409	0.00623	-0.02433	0.09701	0.01700	0.00132	-0.00518	-0.02133	-0.00341	0.01226	0.05267	-0.04190	-0.04224	-0.03836	-0.00016	-0.03048	-0.03979	(Before $e0 $e1)
p200410	0.03521	-0.02589	-0.03279	-0.06159	-0.07266	0.04104	0.04491	-0.09582	-0.05210	0.01960	-0.03928	-0.05625	0.05164	0.05473	-0.00048	-0.06944	(Member $e0 decide)
p200411	-0.10130	-0.08629	0.05241	-0.02334	-0.03842	0.00098	-0.01127	-0.04010	-0.05497	-0.13369	0.12224	-0.13646	-0.03848	0.07491	0.09134	0.10195	(Member $e0 destroy)
p200412	0.02303	-0.02416	-0.02138	-0.05285	-0.06340	0.04092	0.03744	-0.09027	-0.04737	0.00922	-0.03181	-0.04529	0.03851	0.04563	0.00157	-0.06988	(Member $x0 board)
p200413	0.11172	-0.07083	0.07538	-0.08143	-0.01957	-0.05177	0.08712	-0.02093	0.09728	-0.06676	-0.04564	-0.00126	0.17442	0.03103	-0.07975	0.41470	(Member $x0 hall)
p200414	0.08658	-0.09027	0.08675	-0.12537	0.02408	0.03608	0.17525	0.05047	0.08468	-0.07258	-0.00926	-0.05515	0.10427	-0.06773	-0.09509	0.46064	(Member $x0 school)
p200470	0.03749	-0.01383	-0.03422	-0.08081	-0.06334	0.04102	0.06024	-0.08980	-0.04897	0.01777	-0.02154	-0.06677	0.05439	0.00786	0.00477	-0.09630	(And (Agent $e0 $x0) (Member $e0 answer) (Theme $e0 $x1))
p200471	-0.11957	0.24898	-0.00941	0.06541	-0.25348	0.23223	-0.23448	0.23473	0.11970	0.08812	-0.01693	0.13356	0.11875	0.34494	-0.11118	0.03482	(And (Agent $e0 $x0) (Member $e0 teach) (Recipient $e0 $x1))
p200480	0.31188	-0.18869	-0.12981	-0.02702	-0.11370	-0.32490	0.06421	0.35453	0.00531	-0.00454	-0.03997	0.01191	-0.01043	0.10684	0.18271	-0.25298	(And (Agent $e0 $x0) (Cardinality $x0 <num>))
p200481	0.03766	-0.01366	-0.03434	-0.08093	-0.06340	0.04105	0.06028	-0.08984	-0.04891	0.01789	-0.02164	-0.06653	0.05439	0.00778	0.00478	-0.09637	(And (Agent $e0 $x0) (Member $e0 answer))
p200482	0.03539	-0.02654	-0.03121	-0.06323	-0.07272	0.04248	0.04567	-0.09665	-0.05060	0.02045	-0.03883	-0.05938	0.05359	0.05528	0.00149	-0.07525	(And (Agent $e0 $x0) (Member $e0 decide))
p200483	-0.11996	0.24910	-0.00898	0.06561	-0.25339	0.23230	-0.23436	0.23461	0.11938	0.08774	-0.01686	0.13317	0.11862	0.34508	-0.11109	0.03485	(And (Agent $e0 $x0) (Member $e0 teach))
p200484	0.02021	-0.03328	-0.02725	0.02011	0.04052	-0.04131	-0.04835	-0.02401	0.21641	-0.02206	-0.02099	-0.02995	-0.07211	0.02417	0.00613	-0.07240	(And (Cardinality $x0 <num>) (GroupOf $x0 child))
p200486	0.03763	-0.01369	-0.03432	-0.08092	-0.06339	0.04104	0.06028	-0.08983	-0.04892	0.01787	-0.02162	-0.06656	0.05439	0.00779	0.00478	-0.09636	(And (Member $e0 answer) (Theme $e0 $x0))
p200487	-0.08201	0.42381	-0.16900	-0.08611	0.20858	-0.11221	0.32616	-0.21520	0.01926	0.20643	-0.26938	-0.16136	-0.13366	0.16683	0.14829	0.03886	(And (Member $e0 build) (Patient $e0 $x0))
p200488	-0.04826	-0.09702	-0.03531	-0.05540	-0.08558	0.03075	0.05170	0.06751	0.11813	0.01328	-0.02009	-0.05506	-0.03638	0.13633	-0.01212	-0.07271	(And (Member $e0 lend) (Theme $e0 $x0))
p200489	-0.11969	0.24902	-0.00929	0.06548	-0.25345	0.23225	-0.23445	0.23469	0.11960	0.08801	-0.01691	0.13343	0.11871	0.34499	-0.11115	0.03483	(And (Member $e0 teach) (Recipient $e0 $x0))
p200490	0.03558	0.02036	0.00115	-0.07672	-0.06493	0.03319	0.03260	-0.07665	-0.02627	0.01958	-0.00114	-0.05062	0.03781	0.00257	-0.01814	-0.11763	(And (Source $e0 $x0) (Theme $e0 $x1))
p200498	0.17112	0.06498	0.04497	0.36104	0.04818	0.28205	-0.12060	-0.18218	-0.04227	-0.06240	-0.09563	-0.07447	-0.08440	-0.05398	0.14613	0.03891	(Can $e0)
p200499	0.03758	-0.01373	-0.03429	-0.08089	-0.06338	0.04104	0.06027	-0.08983	-0.04893	0.01784	-0.02160	-0.06662	0.05439	0.00781	0.00478	-0.09634	(Member $e0 answer)
p200500	-0.08209	0.42378	-0.16894	-0.08613	0.20865	-0.11217	0.32616	-0.21521	0.01930	0.20635	-0.26935	-0.16123	-0.13372	0.16683	0.14830	0.03892	(Member $e0 build)
p200501	-0.04864	-0.09646	-0.03411	-0.05387	-0.08482	0.02992	0.05189	0.06818	0.11689	0.01207	-0.01920	-0.06156	-0.03719	0.13602	-0.01240	-0.07252	(Member $e0 lend)
p200502	0.03317	-0.02870	-0.06925	0.00038	0.03459	-0.01989	-0.05133	-0.03381	0.24662	-0.00016	-0.01903	-0.02766	-0.05605	-0.02752	0.02044	-0.09788	(Member $e0 require)
p200503	-0.12031	0.24923	-0.00851	0.06580	-0.25327	0.23241	-0.23427	0.23448	0.11909	0.08733	-0.01679	0.13279	0.11847	0.34520	-0.11099	0.03490	(Member $e0 teach)
p200504	-0.01655	-0.00004	-0.00292	0.17682	-0.07392	-0.02562	0.06256	0.01368	-0.06479	0.06873	0.03317	0.08437	0.03436	0.00323	-0.04444	-0.05584	(Member $x0 crate)
p200525	-0.03681	-0.05722	0.01541	0.17955	0.01494	-0.11350	0.09631	-0.01342	0.30952	-0.09438	0.10592	-0.15865	-0.12499	0.02638	-0.01312	-0.03531	(And (Cardinality $x0 <num>) (Past $e0) (Theme $e0 $x0))
p200550	0.03667	-0.02257	-0.03013	-0.06102	-0.07169	0.04134	0.04553	-0.09149	-0.04718	0.02241	-0.03927	-0.06139	0.05630	0.04890	0.00387	-0.08329	(And (Agent $e0 $x0) (Member $e0 decide) (Theme $e0 $x1))
p200551	-0.04558	-0.10442	-0.03229	-0.04971	-0.08426	0.02464	0.04977	0.07116	0.10888	0.01189	-0.01740	-0.06035	-0.03350	0.13906	-0.01156	-0.06361	(And (Agent $e0 $x0) (Member $e0 lend) (Theme $e0 $x1))
p200558	-0.05698	-0.04904	0.00663	-0.04510	-0.05100	0.00423	0.00761	-0.04387	-0.04114	-0.07732	0.08845	-0.09892	-0.01272	0.04931	0.06263	0.04182	(And (Agent $e0 $x0) (Member $e0 cancel))
p200559	-0.04548	-0.10462	-0.03262	-0.05011	-0.08447	0.02489	0.04970	0.07096	0.10924	0.01222	-0.01766	-0.05845	-0.03328	0.13918	-0.01148	-0.06365	(And (Agent $e0 $x0) (Member $e0 lend))
p200560	0.02333	-0.02481	-0.01811	-0.05593	-0.06292	0.04289	0.03875	-0.09074	-0.04397	0.01054	-0.03050	-0.05168	0.04225	0.04630	0.00561	-0.08274	(And (Agent $e0 $x0) (Member $x0 board))
p200561	0.02374	0.00850	-0.00298	-0.07177	-0.06742	0.03631	0.02840	-0.06892	-0.03403	0.01070	0.00923	-0.04567	0.04227	0.01721	-0.01652	-0.08269	(And (Agent $e0 $x0) (Source $e0 $x1))
p200562	-0.08145	-0.03654	0.02993	0.15829	0.26483	-0.12539	-0.10895	0.16978	-0.03362	-0.06748	-0.06085	0.09445	0.30514	0.01341	0.00400	-0.08042	(And (Location $e0 $x0) (Member $e0 work))
p200563	0.03683	-0.02225	-0.03029	-0.06121	-0.07185	0.04128	0.04565	-0.09147	-0.04714	0.02259	-0.03938	-0.06121	0.05635	0.04882	0.00388	-0.08344	(And (Member $e0 decide) (Theme $e0 $x0))
p200564	0.08977	0.08002	-0.04402	-0.08759	0.08608	0.03784	-0.03656	-0.06161	0.06712	0.05693	-0.06644	-0.04435	0.16899	-0.12632	-0.01540	-0.11131	(And (Member $e0 discover) (Theme $e0 $x0))
p200573	-0.18670	-0.09178	0.23100	0.05043	0.10080	-0.06549	-0.03756	-0.02017	-0.08128	-0.29117	0.11015	-0.16676	0.02412	0.14301	0.20372	-0.06409	(Member $e0 begin)
p200574	-0.05697	-0.04908	0.00660	-0.04511	-0.05105	0.00426	0.00757	-0.04385	-0.04110	-0.07729	0.08845	-0.09891	-0.01269	0.04933	0.06262	0.04185	(Member $e0 cancel)
p200575	-0.02380	0.05402	-0.01084	0.03522	0.10838	-0.03939	-0.03608	0.05036	-0.00672	-0.01569	-0.02175	0.03244	0.11251	-0.07462	-0.01309	0.00645	(Member $x0 ledger)
p200620	0.04508	-0.10912	0.08798	-0.09060	0.03591	0.07489	0.15396	0.04127	0.06697	-0.07276	0.00384	-0.06421	0.09154	-0.05019	-0.10730	0.59490	(And (Agent $e0 $x0) (Member $x0 school) (Theme $e0 $x1))
p200621	0.26953	-0.42853	0.22463	0.08323	0.25105	0.03714	-0.08898	-0.22750	-0.18950	-0.00788	0.10826	0.04052	-0.45446	0.76077	-0.31544	0.16587	(And (Agent $e0 $x0) (Member $x1 person) (Possession $x0 $x1))
p200661	0.19510	-0.10832	-0.08291	-0.06358	-0.10102	-0.14051	0.03952	0.17291	-0.03870	0.00990	-0.04179	-0.00812	0.04983	0.04702	0.12568	-0.17982	(And (Agent $e0 $x0) (Member $e0 abandon) (Theme $e0 $x1))
p200662	-0.06846	-0.05572	0.01869	-0.02823	-0.03433	-0.00073	-0.00786	-0.02801	-0.03459	-0.08717	0.09549	-0.09370	-0.02455	0.04926	0.06455	0.06960	(And (Agent $e0 $x0) (Member $e0 destroy) (Patient $e0 $x1))
p200663	0.02677	-0.00688	-0.02545	-0.06413	-0.05010	0.03378	0.04461	-0.07245	-0.03666	0.01170	-0.01308	-0.04993	0.04153	0.00565	0.00296	-0.07707	(And (Agent $e0 $x0) (Member $e0 reject) (Theme $e0 $x1))
p200664	-0.06586	0.06447	-0.12238	-0.13185	-0.09375	0.07745	-0.07190	-0.01408	0.06695	0.04256	0.20276	0.09220	0.07980	-0.13019	0.14010	0.06612	(And (Agent $e0 $x0) (Member $e0 repair) (Patient $e0 $x1))
p200665	0.02700	0.01005	-0.00279	-0.07159	-0.06239	0.03314	0.03099	-0.06548	-0.03000	0.01236	0.00824	-0.04887	0.04257	0.00667	-0.01309	-0.09233	(And (Agent $e0 $x0) (Source $e0 $x1) (Theme $e0 $x2))
p200675	0.19503	-0.10851	-0.08290	-0.06320	-0.10106	-0.14080	0.03931	0.17341	-0.03869	0.01008	-0.04170	-0.01054	0.04987	0.04706	0.12542	-0.17949	(And (Agent $e0 $x0) (Member $e0 abandon))
p200676	-0.06846	-0.05543	0.01882	-0.02830	-0.03401	-0.00082	-0.00768	-0.02806	-0.03474	-0.08736	0.09557	-0.09377	-0.02475	0.04895	0.06459	0.06943	(And (Agent $e0 $x0) (Member $e0 destroy))
p200677	0.02686	-0.00683	-0.02551	-0.06418	-0.05012	0.03380	0.04463	-0.07246	-0.03663	0.01176	-0.01313	-0.04978	0.04152	0.00562	0.00297	-0.07710	(And (Agent $e0 $x0) (Member $e0 reject))
p200678	-0.06583	0.06446	-0.12233	-0.13178	-0.09362	0.07753	-0.07185	-0.01429	0.06692	0.04246	0.20278	0.09223	0.07954	-0.13016	0.14007	0.06617	(And (Agent $e0 $x0) (Member $e0 repair))
p200679	0.00059	-0.02083	-0.01424	-0.05503	-0.04594	0.02655	0.03169	-0.06214	-0.03690	-0.01349	0.01539	-0.06364	0.02415	0.01742	0.01669	-0.03408	(And (Agent $e0 $x0) (Member $x0 physician))
p200680	0.04510	-0.10919	0.08796	-0.09063	0.03588	0.07485	0.15396	0.04132	0.06698	-0.07273	0.00384	-0.06414	0.09155	-0.05018	-0.10731	0.59487	(And (Agent $e0 $x0) (Member $x0 school))
p200681	0.27037	-0.42824	0.22324	0.08215	0.25084	0.03704	-0.08883	-0.22758	-0.18910	-0.00695	0.10819	0.04196	-0.45405	0.75998	-0.31548	0.16567	(And (Agent $e0 $x0) (Possession $x0 $x1))
p200682	0.17045	0.06265	0.04786	0.35802	0.04782	0.28485	-0.11867	-0.18421	-0.03977	-0.05995	-0.09475	-0.08427	-0.08000	-0.05216	0.14810	0.03329	(And (Can $e0) (Theme $e0 $x0))
p200683	0.03063	-0.02478	-0.05991	0.00495	0.03434	-0.01912	-0.04893	-0.02774	0.22315	0.00160	-0.01978	-0.02271	-0.04925	-0.02689	0.01914	-0.08810	(And (Holder $e0 $x0) (Member $e0 require))
p200684	-0.02816	0.06586	-0.01008	0.03471	0.12463	-0.04376	-0.03991	0.05374	-0.00560	-0.01732	-0.02505	0.03291	0.13620	-0.08574	-0.01122	-0.00655	(And (Location $e0 $x0) (Member $x0 ledger))
p200685	0.19503	-0.10858	-0.08290	-0.06312	-0.10107	-0.14086	0.03926	0.17352	-0.03869	0.01014	-0.04168	-0.01107	0.04988	0.04707	0.12536	-0.17942	(And (Member $e0 abandon) (Theme $e0 $x0))
p200686	0.02402	-0.00589	-0.02124	0.00083	0.02790	-0.01253	-0.04684	-0.03693	0.21645	-0.00751	-0.02264	-0.01618	-0.04672	-0.02423	0.01045	-0.11940	(And (Member $e0 have) (Theme $e0 $x0))
p200687	0.02671	-0.00693	-0.02540	-0.06409	-0.05008	0.03377	0.04460	-0.07242	-0.03668	0.01166	-0.01304	-0.05003	0.04155	0.00567	0.00295	-0.07706	(And (Member $e0 reject) (Theme $e0 $x0))
